name,row,ciclo,clave_plantel,cve_programa,modalidad,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
25 2023-2024 14MMS0648X BGAI,25,2023-2024,14MMS0648X,BGAI,Escolarizada,,,,,,,,,,,,
26 2023-2024 14MMS0648X BGC,26,2023-2024,14MMS0648X,BGC,Escolarizada,,,,,,,,,,,,
27 2023-2024 14MMS0648X BGC,27,2023-2024,14MMS0648X,BGC,Escolarizada,,,,,,,,,,,,
28 2023-2024 14MMS0649W BGAI,28,2023-2024,14MMS0649W,BGAI,Escolarizada,,,,,,,,,,,,
29 2023-2024 14MMS0649W BGC,29,2023-2024,14MMS0649W,BGC,Escolarizada,,,,,,,,,,,,
30 2023-2024 14MMS0649W BGC,30,2023-2024,14MMS0649W,BGC,Escolarizada,,,,,,,,,,,,
31 2023-2024 14MMS0650L BGAI,31,2023-2024,14MMS0650L,BGAI,Escolarizada,,,,,,,,,,,,
32 2023-2024 14MMS0650L BGC,32,2023-2024,14MMS0650L,BGC,Escolarizada,,,,,,,,,,,,
33 2023-2024 14MMS0650L BGC,33,2023-2024,14MMS0650L,BGC,Escolarizada,,,,,,,,,,,,
34 2023-2024 14MMS0646Z BGC,34,2023-2024,14MMS0646Z,BGC,Escolarizada,,,,,,,,,,,,
35 2023-2024 14MMS0646Z BGC,35,2023-2024,14MMS0646Z,BGC,Escolarizada,,,,,,,,,,,,
36 2023-2024 14MMS0640E BGC,36,2023-2024,14MMS0640E,BGC,Escolarizada,,,,,,,,,,,,
37 2023-2024 14MMS0640E BGC,37,2023-2024,14MMS0640E,BGC,Escolarizada,,,,,,,,,,,,
38 2023-2024 14MMS0615F BGAI,38,2023-2024,14MMS0615F,BGAI,Escolarizada,,,,,,,,,,,,
39 2023-2024 14MMS0615F BGC,39,2023-2024,14MMS0615F,BGC,Escolarizada,,,,,,,,,,,,
40 2023-2024 14MMS0615F BGC,40,2023-2024,14MMS0615F,BGC,Escolarizada,,,,,,,,,,,,
41 2023-2024 14MMS0630Y BGAI,41,2023-2024,14MMS0630Y,BGAI,Escolarizada,,,,,,,,,,,,
42 2023-2024 14MMS0630Y BGC,42,2023-2024,14MMS0630Y,BGC,Escolarizada,,,,,,,,,,,,
43 2023-2024 14MMS0630Y BGC,43,2023-2024,14MMS0630Y,BGC,Escolarizada,,,,,,,,,,,,
44 2023-2024 14MMS0631X BGC,44,2023-2024,14MMS0631X,BGC,Escolarizada,,,,,,,,,,,,
45 2023-2024 14MMS0631X BGC,45,2023-2024,14MMS0631X,BGC,Escolarizada,,,,,,,,,,,,
46 2023-2024 14MMS0636S BGC,46,2023-2024,14MMS0636S,BGC,Escolarizada,,,,,,,,,,,,
47 2023-2024 14MMS0636S BGC,47,2023-2024,14MMS0636S,BGC,Escolarizada,,,,,,,,,,,,
48 2023-2024 14MMS0752I BGAI,48,2023-2024,14MMS0752I,BGAI,Escolarizada,,,,,,,,,,,,
49 2023-2024 14MMS0752I BGC,49,2023-2024,14MMS0752I,BGC,Escolarizada,,,,,,,,,,,,
50 2023-2024 14MMS0752I BGC,50,2023-2024,14MMS0752I,BGC,Escolarizada,,,,,,,,,,,,
51 2023-2024 14MMS0753H BGAI,51,2023-2024,14MMS0753H,BGAI,Escolarizada,,,,,,,,,,,,
52 2023-2024 14MMS0753H BGC,52,2023-2024,14MMS0753H,BGC,Escolarizada,,,,,,,,,,,,
53 2023-2024 14MMS0753H BGC,53,2023-2024,14MMS0753H,BGC,Escolarizada,,,,,,,,,,,,
54 2023-2024 14MMS0757D BGAI,54,2023-2024,14MMS0757D,BGAI,Escolarizada,,,,,,,,,,,,
55 2023-2024 14MMS0757D BGC,55,2023-2024,14MMS0757D,BGC,Escolarizada,,,,,,,,,,,,
56 2023-2024 14MMS0757D BGC,56,2023-2024,14MMS0757D,BGC,Escolarizada,,,,,,,,,,,,
57 2023-2024 14MMS0756E BGAI,57,2023-2024,14MMS0756E,BGAI,Escolarizada,,,,,,,,,,,,
58 2023-2024 14MMS0756E BGC,58,2023-2024,14MMS0756E,BGC,Escolarizada,,,,,,,,,,,,
59 2023-2024 14MMS0756E BGC,59,2023-2024,14MMS0756E,BGC,Escolarizada,,,,,,,,,,,,
60 2023-2024 14MMS0878P BGC,60,2023-2024,14MMS0878P,BGC,Escolarizada,,,,,,,,,,,,
61 2023-2024 14MMS0878P BGC,61,2023-2024,14MMS0878P,BGC,Escolarizada,,,,,,,,,,,,
62 2023-2024 14MMS0844Z BGC,62,2023-2024,14MMS0844Z,BGC,Escolarizada,,,,,,,,,,,,
63 2023-2024 14MMS0844Z BGC,63,2023-2024,14MMS0844Z,BGC,Escolarizada,,,,,,,,,,,,
64 2023-2024 14MMS0607X BGAI,64,2023-2024,14MMS0607X,BGAI,Escolarizada,,,,,,,,,,,,
65 2023-2024 14MMS0607X BGC,65,2023-2024,14MMS0607X,BGC,Escolarizada,,,,,,,,,,,,
66 2023-2024 14MMS0607X BGC,66,2023-2024,14MMS0607X,BGC,Escolarizada,,,,,,,,,,,,
67 2023-2024 14MMS0645Z BGAI,67,2023-2024,14MMS0645Z,BGAI,Escolarizada,,,,,,,,,,,,
68 2023-2024 14MMS0645Z BGC,68,2023-2024,14MMS0645Z,BGC,Escolarizada,,,,,,,,,,,,
69 2023-2024 14MMS0645Z BGC,69,2023-2024,14MMS0645Z,BGC,Escolarizada,,,,,,,,,,,,
70 2023-2024 14MMS0623O BGAI,70,2023-2024,14MMS0623O,BGAI,Escolarizada,,,,,,,,,,,,
71 2023-2024 14MMS0623O BGC,71,2023-2024,14MMS0623O,BGC,Escolarizada,,,,,,,,,,,,
72 2023-2024 14MMS0623O BGC,72,2023-2024,14MMS0623O,BGC,Escolarizada,,,,,,,,,,,,
73 2023-2024 14MMS0614G BGC,73,2023-2024,14MMS0614G,BGC,Escolarizada,,,,,,,,,,,,
74 2023-2024 14MMS0614G BGC,74,2023-2024,14MMS0614G,BGC,Escolarizada,,,,,,,,,,,,
75 2023-2024 14MMS0643B BGAI,75,2023-2024,14MMS0643B,BGAI,Escolarizada,,,,,,,,,,,,
76 2023-2024 14MMS0643B BGC,76,2023-2024,14MMS0643B,BGC,Escolarizada,,,,,,,,,,,,
77 2023-2024 14MMS0643B BGC,77,2023-2024,14MMS0643B,BGC,Escolarizada,,,,,,,,,,,,
78 2023-2024 14MMS0705Y BGAI,78,2023-2024,14MMS0705Y,BGAI,Escolarizada,,,,,,,,,,,,
79 2023-2024 14MMS0705Y BGC,79,2023-2024,14MMS0705Y,BGC,Escolarizada,,,,,,,,,,,,
80 2023-2024 14MMS0705Y BGC,80,2023-2024,14MMS0705Y,BGC,Escolarizada,,,,,,,,,,,,
81 2023-2024 14MMS0617D BGC,81,2023-2024,14MMS0617D,BGC,Escolarizada,,,,,,,,,,,,
82 2023-2024 14MMS0617D BGC,82,2023-2024,14MMS0617D,BGC,Escolarizada,,,,,,,,,,,,
83 2023-2024 14MMS0662Q BGC,83,2023-2024,14MMS0662Q,BGC,Escolarizada,,,,,,,,,,,,
84 2023-2024 14MMS0663P BGC,84,2023-2024,14MMS0663P,BGC,Escolarizada,,,,,,,,,,,,
85 2023-2024 14MMS0663P BGC,85,2023-2024,14MMS0663P,BGC,Escolarizada,,,,,,,,,,,,
86 2023-2024 14MMS0664O BGC,86,2023-2024,14MMS0664O,BGC,Escolarizada,,,,,,,,,,,,
87 2023-2024 14MMS0665N BGC,87,2023-2024,14MMS0665N,BGC,Escolarizada,,,,,,,,,,,,
88 2023-2024 14MMS0665N BGC,88,2023-2024,14MMS0665N,BGC,Escolarizada,,,,,,,,,,,,
89 2023-2024 14MMS0619B BGAI,89,2023-2024,14MMS0619B,BGAI,Escolarizada,,,,,,,,,,,,
90 2023-2024 14MMS0619B BGC,90,2023-2024,14MMS0619B,BGC,Escolarizada,,,,,,,,,,,,
91 2023-2024 14MMS0619B BGC,91,2023-2024,14MMS0619B,BGC,Escolarizada,,,,,,,,,,,,
92 2023-2024 14MMS0666M BGC,92,2023-2024,14MMS0666M,BGC,Escolarizada,,,,,,,,,,,,
93 2023-2024 14MMS0666M BGC,93,2023-2024,14MMS0666M,BGC,Escolarizada,,,,,,,,,,,,
94 2023-2024 14MMS0667L BGC,94,2023-2024,14MMS0667L,BGC,Escolarizada,,,,,,,,,,,,
95 2023-2024 14MMS0667L BGC,95,2023-2024,14MMS0667L,BGC,Escolarizada,,,,,,,,,,,,
96 2023-2024 14MMS0728I BGC,96,2023-2024,14MMS0728I,BGC,Escolarizada,,,,,,,,,,,,
97 2023-2024 14MMS0718B BGC,97,2023-2024,14MMS0718B,BGC,Escolarizada,,,,,,,,,,,,
98 2023-2024 14MMS0718B BGC,98,2023-2024,14MMS0718B,BGC,Escolarizada,,,,,,,,,,,,
99 2023-2024 14MMS0750K BGC,99,2023-2024,14MMS0750K,BGC,Escolarizada,,,,,,,,,,,,
100 2023-2024 14MMS0618C BGAI,100,2023-2024,14MMS0618C,BGAI,Escolarizada,,,,,,,,,,,,
101 2023-2024 14MMS0618C BGC,101,2023-2024,14MMS0618C,BGC,Escolarizada,,,,,,,,,,,,
102 2023-2024 14MMS0618C BGC,102,2023-2024,14MMS0618C,BGC,Escolarizada,,,,,,,,,,,,
103 2023-2024 14MMS0747X BGC,103,2023-2024,14MMS0747X,BGC,Escolarizada,,,,,,,,,,,,
104 2023-2024 14MMS0668K BGC,104,2023-2024,14MMS0668K,BGC,Escolarizada,,,,,,,,,,,,
105 2023-2024 14MMS0668K BGC,105,2023-2024,14MMS0668K,BGC,Escolarizada,,,,,,,,,,,,
106 2023-2024 14MMS0621Q BGC,106,2023-2024,14MMS0621Q,BGC,Escolarizada,,,,,,,,,,,,
107 2023-2024 14MMS0621Q BGC,107,2023-2024,14MMS0621Q,BGC,Escolarizada,,,,,,,,,,,,
108 2023-2024 14MMS0635T BGC,108,2023-2024,14MMS0635T,BGC,Escolarizada,,,,,,,,,,,,
109 2023-2024 14MMS0635T BGC,109,2023-2024,14MMS0635T,BGC,Escolarizada,,,,,,,,,,,,
110 2023-2024 14MMS0732V BGC,110,2023-2024,14MMS0732V,BGC,Escolarizada,,,,,,,,,,,,
111 2023-2024 14MMS0622P BGC,111,2023-2024,14MMS0622P,BGC,Escolarizada,,,,,,,,,,,,
112 2023-2024 14MMS0622P BGC,112,2023-2024,14MMS0622P,BGC,Escolarizada,,,,,,,,,,,,
113 2023-2024 14MMS0733U BGC,113,2023-2024,14MMS0733U,BGC,Escolarizada,,,,,,,,,,,,
114 2023-2024 14MMS0674V BGC,114,2023-2024,14MMS0674V,BGC,Escolarizada,,,,,,,,,,,,
115 2023-2024 14MMS0734T BGC,115,2023-2024,14MMS0734T,BGC,Escolarizada,,,,,,,,,,,,
116 2023-2024 14MMS0675U BGC,116,2023-2024,14MMS0675U,BGC,Escolarizada,,,,,,,,,,,,
117 2023-2024 14MMS0676T BGC,117,2023-2024,14MMS0676T,BGC,Escolarizada,,,,,,,,,,,,
118 2023-2024 14MMS0676T BGC,118,2023-2024,14MMS0676T,BGC,Escolarizada,,,,,,,,,,,,
119 2023-2024 14MMS0735S BGC,119,2023-2024,14MMS0735S,BGC,Escolarizada,,,,,,,,,,,,
120 2023-2024 14MMS0736R BGC,120,2023-2024,14MMS0736R,BGC,Escolarizada,,,,,,,,,,,,
121 2023-2024 14MMS0737Q BGC,121,2023-2024,14MMS0737Q,BGC,Escolarizada,,,,,,,,,,,,
122 2023-2024 14MMS0677S BGC,122,2023-2024,14MMS0677S,BGC,Escolarizada,,,,,,,,,,,,
123 2023-2024 14MMS0677S BGC,123,2023-2024,14MMS0677S,BGC,Escolarizada,,,,,,,,,,,,
124 2023-2024 14MMS0758C BGC,124,2023-2024,14MMS0758C,BGC,Escolarizada,,,,,,,,,,,,
125 2023-2024 14MMS0626L BGC,125,2023-2024,14MMS0626L,BGC,Escolarizada,,,,,,,,,,,,
126 2023-2024 14MMS0626L BGC,126,2023-2024,14MMS0626L,BGC,Escolarizada,,,,,,,,,,,,
127 2023-2024 14MMS0680F BGC,127,2023-2024,14MMS0680F,BGC,Escolarizada,,,,,,,,,,,,
128 2023-2024 14MMS0681E BGC,128,2023-2024,14MMS0681E,BGC,Escolarizada,,,,,,,,,,,,
129 2023-2024 14MMS0651K BGC,129,2023-2024,14MMS0651K,BGC,Escolarizada,,,,,,,,,,,,
130 2023-2024 14MMS0651K BGC,130,2023-2024,14MMS0651K,BGC,Escolarizada,,,,,,,,,,,,
131 2023-2024 14MMS0698E BGC,131,2023-2024,14MMS0698E,BGC,Escolarizada,,,,,,,,,,,,
132 2023-2024 14MMS0698E BGC,132,2023-2024,14MMS0698E,BGC,Escolarizada,,,,,,,,,,,,
133 2023-2024 14MMS0624N BGC,133,2023-2024,14MMS0624N,BGC,Escolarizada,,,,,,,,,,,,
134 2023-2024 14MMS0624N BGC,134,2023-2024,14MMS0624N,BGC,Escolarizada,,,,,,,,,,,,
135 2023-2024 14MMS0683C BGC,135,2023-2024,14MMS0683C,BGC,Escolarizada,,,,,,,,,,,,
136 2023-2024 14MMS0683C BGC,136,2023-2024,14MMS0683C,BGC,Escolarizada,,,,,,,,,,,,
137 2023-2024 14MMS0682D BGC,137,2023-2024,14MMS0682D,BGC,Escolarizada,,,,,,,,,,,,
138 2023-2024 14MMS0682D BGC,138,2023-2024,14MMS0682D,BGC,Escolarizada,,,,,,,,,,,,
139 2023-2024 14MMS0738P BGC,139,2023-2024,14MMS0738P,BGC,Escolarizada,,,,,,,,,,,,
140 2023-2024 14MMS0625M BGAI,140,2023-2024,14MMS0625M,BGAI,Escolarizada,,,,,,,,,,,,
141 2023-2024 14MMS0625M BGC,141,2023-2024,14MMS0625M,BGC,Escolarizada,,,,,,,,,,,,
142 2023-2024 14MMS0625M BGC,142,2023-2024,14MMS0625M,BGC,Escolarizada,,,,,,,,,,,,
143 2023-2024 14MMS0684B BGC,143,2023-2024,14MMS0684B,BGC,Escolarizada,,,,,,,,,,,,
144 2023-2024 14MMS0687Z BGC,144,2023-2024,14MMS0687Z,BGC,Escolarizada,,,,,,,,,,,,
145 2023-2024 14MMS0688Y BGC,145,2023-2024,14MMS0688Y,BGC,Escolarizada,,,,,,,,,,,,
146 2023-2024 14MMS0652J BGC,146,2023-2024,14MMS0652J,BGC,Escolarizada,,,,,,,,,,,,
147 2023-2024 14MMS0652J BGC,147,2023-2024,14MMS0652J,BGC,Escolarizada,,,,,,,,,,,,
148 2023-2024 14MMS0726K BGC,148,2023-2024,14MMS0726K,BGC,Escolarizada,,,,,,,,,,,,
149 2023-2024 14MMS0642C BGC,149,2023-2024,14MMS0642C,BGC,Escolarizada,,,,,,,,,,,,
150 2023-2024 14MMS0642C BGC,150,2023-2024,14MMS0642C,BGC,Escolarizada,,,,,,,,,,,,
151 2023-2024 14MMS0661R BGC,151,2023-2024,14MMS0661R,BGC,Escolarizada,,,,,,,,,,,,
152 2023-2024 14MMS0641D BGC,152,2023-2024,14MMS0641D,BGC,Escolarizada,,,,,,,,,,,,
153 2023-2024 14MMS0641D BGC,153,2023-2024,14MMS0641D,BGC,Escolarizada,,,,,,,,,,,,
154 2023-2024 14MMS0760R BGC,154,2023-2024,14MMS0760R,BGC,Escolarizada,,,,,,,,,,,,
155 2023-2024 14MMS0637R BGC,155,2023-2024,14MMS0637R,BGC,Escolarizada,,,,,,,,,,,,
156 2023-2024 14MMS0637R BGC,156,2023-2024,14MMS0637R,BGC,Escolarizada,,,,,,,,,,,,
157 2023-2024 14MMS0671Y BGC,157,2023-2024,14MMS0671Y,BGC,Escolarizada,,,,,,,,,,,,
158 2023-2024 14MMS0671Y BGC,158,2023-2024,14MMS0671Y,BGC,Escolarizada,,,,,,,,,,,,
159 2023-2024 14MMS0673W BGC,159,2023-2024,14MMS0673W,BGC,Escolarizada,,,,,,,,,,,,
160 2023-2024 14MMS0673W BGC,160,2023-2024,14MMS0673W,BGC,Escolarizada,,,,,,,,,,,,
161 2023-2024 14MMS0731W BGC,161,2023-2024,14MMS0731W,BGC,Escolarizada,,,,,,,,,,,,
162 2023-2024 14MMS0685A BGC,162,2023-2024,14MMS0685A,BGC,Escolarizada,,,,,,,,,,,,
163 2023-2024 14MMS0685A BGC,163,2023-2024,14MMS0685A,BGC,Escolarizada,,,,,,,,,,,,
164 2023-2024 14MMS0686Z BGC,164,2023-2024,14MMS0686Z,BGC,Escolarizada,,,,,,,,,,,,
165 2023-2024 14MMS0686Z BGC,165,2023-2024,14MMS0686Z,BGC,Escolarizada,,,,,,,,,,,,
166 2023-2024 14MMS0693J BGC,166,2023-2024,14MMS0693J,BGC,Escolarizada,,,,,,,,,,,,
167 2023-2024 14MMS0693J BGC,167,2023-2024,14MMS0693J,BGC,Escolarizada,,,,,,,,,,,,
168 2023-2024 14MMS0678R BGC,168,2023-2024,14MMS0678R,BGC,Escolarizada,,,,,,,,,,,,
169 2023-2024 14MMS0653I BGC,169,2023-2024,14MMS0653I,BGC,Escolarizada,,,,,,,,,,,,
170 2023-2024 14MMS0653I BGC,170,2023-2024,14MMS0653I,BGC,Escolarizada,,,,,,,,,,,,
171 2023-2024 14MMS0691L BGC,171,2023-2024,14MMS0691L,BGC,Escolarizada,,,,,,,,,,,,
172 2023-2024 14MMS0692K BGC,172,2023-2024,14MMS0692K,BGC,Escolarizada,,,,,,,,,,,,
173 2023-2024 14MMS0818A BGAI,173,2023-2024,14MMS0818A,BGAI,Escolarizada,,,,,,,,,,,,
174 2023-2024 14MMS0818A BGC,174,2023-2024,14MMS0818A,BGC,Escolarizada,,,,,,,,,,,,
175 2023-2024 14MMS0818A BGC,175,2023-2024,14MMS0818A,BGC,Escolarizada,,,,,,,,,,,,
176 2023-2024 14MMS0879O BGC,176,2023-2024,14MMS0879O,BGC,Escolarizada,,,,,,,,,,,,
177 2023-2024 14MMS0879O BGC,177,2023-2024,14MMS0879O,BGC,Escolarizada,,,,,,,,,,,,
178 2023-2024 14MMS0764N BGC,178,2023-2024,14MMS0764N,BGC,Escolarizada,,,,,,,,,,,,
179 2023-2024 14MMS0628J BGC,179,2023-2024,14MMS0628J,BGC,Escolarizada,,,,,,,,,,,,
180 2023-2024 14MMS0628J BGC,180,2023-2024,14MMS0628J,BGC,Escolarizada,,,,,,,,,,,,
181 2023-2024 14MMS0697F BGC,181,2023-2024,14MMS0697F,BGC,Escolarizada,,,,,,,,,,,,
182 2023-2024 14MMS0697F BGC,182,2023-2024,14MMS0697F,BGC,Escolarizada,,,,,,,,,,,,
183 2023-2024 14MMS0694I BGC,183,2023-2024,14MMS0694I,BGC,Escolarizada,,,,,,,,,,,,
184 2023-2024 14MMS0694I BGC,184,2023-2024,14MMS0694I,BGC,Escolarizada,,,,,,,,,,,,
185 2023-2024 14MMS0695H BGC,185,2023-2024,14MMS0695H,BGC,Escolarizada,,,,,,,,,,,,
186 2023-2024 14MMS0695H BGC,186,2023-2024,14MMS0695H,BGC,Escolarizada,,,,,,,,,,,,
187 2023-2024 14MMS0696G BGC,187,2023-2024,14MMS0696G,BGC,Escolarizada,,,,,,,,,,,,
188 2023-2024 14MMS0696G BGC,188,2023-2024,14MMS0696G,BGC,Escolarizada,,,,,,,,,,,,
189 2023-2024 14MMS0739O BGC,189,2023-2024,14MMS0739O,BGC,Escolarizada,,,,,,,,,,,,
190 2023-2024 14MMS0739O BGC,190,2023-2024,14MMS0739O,BGC,Escolarizada,,,,,,,,,,,,
191 2023-2024 14MMS0644A BGC,191,2023-2024,14MMS0644A,BGC,Escolarizada,,,,,,,,,,,,
192 2023-2024 14MMS0644A BGC,192,2023-2024,14MMS0644A,BGC,Escolarizada,,,,,,,,,,,,
193 2023-2024 14MMS0717C BGC,193,2023-2024,14MMS0717C,BGC,Escolarizada,,,,,,,,,,,,
194 2023-2024 14MMS0717C BGC,194,2023-2024,14MMS0717C,BGC,Escolarizada,,,,,,,,,,,,
195 2023-2024 14MMS0741C BGC,195,2023-2024,14MMS0741C,BGC,Escolarizada,,,,,,,,,,,,
196 2023-2024 14MMS0722O BGC,196,2023-2024,14MMS0722O,BGC,Escolarizada,,,,,,,,,,,,
197 2023-2024 14MMS0722O BGC,197,2023-2024,14MMS0722O,BGC,Escolarizada,,,,,,,,,,,,
198 2023-2024 14MMS0798D BGC,198,2023-2024,14MMS0798D,BGC,Escolarizada,,,,,,,,,,,,
199 2023-2024 14MMS0798D BGC,199,2023-2024,14MMS0798D,BGC,Escolarizada,,,,,,,,,,,,
200 2023-2024 14MMS0714F BGC,200,2023-2024,14MMS0714F,BGC,Escolarizada,,,,,,,,,,,,
201 2023-2024 14MMS0714F BGC,201,2023-2024,14MMS0714F,BGC,Escolarizada,,,,,,,,,,,,
202 2023-2024 14MMS0706X BGC,202,2023-2024,14MMS0706X,BGC,Escolarizada,,,,,,,,,,,,
203 2023-2024 14MMS0706X BGC,203,2023-2024,14MMS0706X,BGC,Escolarizada,,,,,,,,,,,,
204 2023-2024 14MMS0748W BGC,204,2023-2024,14MMS0748W,BGC,Escolarizada,,,,,,,,,,,,
205 2023-2024 14MMS0748W BGC,205,2023-2024,14MMS0748W,BGC,Escolarizada,,,,,,,,,,,,
206 2023-2024 14MMS0639P BGC,206,2023-2024,14MMS0639P,BGC,Escolarizada,,,,,,,,,,,,
207 2023-2024 14MMS0639P BGC,207,2023-2024,14MMS0639P,BGC,Escolarizada,,,,,,,,,,,,
208 2023-2024 14MMS0616E BGC,208,2023-2024,14MMS0616E,BGC,Escolarizada,,,,,,,,,,,,
209 2023-2024 14MMS0616E BGC,209,2023-2024,14MMS0616E,BGC,Escolarizada,,,,,,,,,,,,
210 2023-2024 14MMS0827I BGC,210,2023-2024,14MMS0827I,BGC,Escolarizada,,,,,,,,,,,,
211 2023-2024 14MMS0827I BGC,211,2023-2024,14MMS0827I,BGC,Escolarizada,,,,,,,,,,,,
212 2023-2024 14MMS0699D BGC,212,2023-2024,14MMS0699D,BGC,Escolarizada,,,,,,,,,,,,
213 2023-2024 14MMS0699D BGC,213,2023-2024,14MMS0699D,BGC,Escolarizada,,,,,,,,,,,,
214 2023-2024 14MMS0707W BGC,214,2023-2024,14MMS0707W,BGC,Escolarizada,,,,,,,,,,,,
215 2023-2024 14MMS0707W BGC,215,2023-2024,14MMS0707W,BGC,Escolarizada,,,,,,,,,,,,
216 2023-2024 14MMS0701B BGC,216,2023-2024,14MMS0701B,BGC,Escolarizada,,,,,,,,,,,,
217 2023-2024 14MMS0701B BGC,217,2023-2024,14MMS0701B,BGC,Escolarizada,,,,,,,,,,,,
218 2023-2024 14MMS0702A BGC,218,2023-2024,14MMS0702A,BGC,Escolarizada,,,,,,,,,,,,
219 2023-2024 14MMS0703Z BGC,219,2023-2024,14MMS0703Z,BGC,Escolarizada,,,,,,,,,,,,
220 2023-2024 14MMS0703Z BGC,220,2023-2024,14MMS0703Z,BGC,Escolarizada,,,,,,,,,,,,
221 2023-2024 14MMS0634U BGC,221,2023-2024,14MMS0634U,BGC,Escolarizada,,,,,,,,,,,,
222 2023-2024 14MMS0634U BGC,222,2023-2024,14MMS0634U,BGC,Escolarizada,,,,,,,,,,,,
223 2023-2024 14MMS0704Z BGC,223,2023-2024,14MMS0704Z,BGC,Escolarizada,,,,,,,,,,,,
224 2023-2024 14MMS0700C BGC,224,2023-2024,14MMS0700C,BGC,Escolarizada,,,,,,,,,,,,
225 2023-2024 14MMS0654H BGAI,225,2023-2024,14MMS0654H,BGAI,Escolarizada,,,,,,,,,,,,
226 2023-2024 14MMS0654H BGC,226,2023-2024,14MMS0654H,BGC,Escolarizada,,,,,,,,,,,,
227 2023-2024 14MMS0654H BGC,227,2023-2024,14MMS0654H,BGC,Escolarizada,,,,,,,,,,,,
228 2023-2024 14MMS0754G BGC,228,2023-2024,14MMS0754G,BGC,Escolarizada,,,,,,,,,,,,
229 2023-2024 14MMS0754G BGC,229,2023-2024,14MMS0754G,BGC,Escolarizada,,,,,,,,,,,,
230 2023-2024 14MMS0709U BGC,230,2023-2024,14MMS0709U,BGC,Escolarizada,,,,,,,,,,,,
231 2023-2024 14MMS0709U BGC,231,2023-2024,14MMS0709U,BGC,Escolarizada,,,,,,,,,,,,
232 2023-2024 14MMS0627K BGAI,232,2023-2024,14MMS0627K,BGAI,Escolarizada,,,,,,,,,,,,
233 2023-2024 14MMS0627K BGC,233,2023-2024,14MMS0627K,BGC,Escolarizada,,,,,,,,,,,,
234 2023-2024 14MMS0627K BGC,234,2023-2024,14MMS0627K,BGC,Escolarizada,,,,,,,,,,,,
