name,row,ciclo,clave_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t
217 2023-2024 14MMS0701B BGC,217,2023-2024,14MMS0701B,BGC,Escolarizada,41,61,,102,,,,3,,,,0
218 2023-2024 14MMS0702A BGC,218,2023-2024,14MMS0702A,BGC,Escolarizada,14,14,,28,,,,1,,,,0
219 2023-2024 14MMS0703Z BGC,219,2023-2024,14MMS0703Z,BGC,Escolarizada,15,15,,30,,,,0,,,,0
220 2023-2024 14MMS0703Z BGC,220,2023-2024,14MMS0703Z,BGC,Escolarizada,15,15,,30,,,,0,,,,0
221 2023-2024 14MMS0634U BGC,221,2023-2024,14MMS0634U,BGC,Escolarizada,127,192,,319,,,,9,,,,0
222 2023-2024 14MMS0634U BGC,222,2023-2024,14MMS0634U,BGC,Escolarizada,108,210,,318,,,,11,,,,1
223 2023-2024 14MMS0704Z BGC,223,2023-2024,14MMS0704Z,BGC,Escolarizada,16,26,,42,,,,1,,,,0
224 2023-2024 14MMS0700C BGC,224,2023-2024,14MMS0700C,BGC,Escolarizada,24,36,,60,,,,0,,,,0
225 2023-2024 14MMS0654H BGAI,225,2023-2024,14MMS0654H,BGAI,Escolarizada,19,30,,49,,,,0,,,,0
226 2023-2024 14MMS0654H BGC,226,2023-2024,14MMS0654H,BGC,Escolarizada,66,159,,225,,,,6,,,,0
227 2023-2024 14MMS0654H BGC,227,2023-2024,14MMS0654H,BGC,Escolarizada,74,150,,224,,,,0,,,,0
228 2023-2024 14MMS0754G BGC,228,2023-2024,14MMS0754G,BGC,Escolarizada,11,14,,25,,,,3,,,,0
229 2023-2024 14MMS0754G BGC,229,2023-2024,14MMS0754G,BGC,Escolarizada,13,11,,24,,,,4,,,,0
230 2023-2024 14MMS0709U BGC,230,2023-2024,14MMS0709U,BGC,Escolarizada,15,30,,45,,,,0,,,,0
231 2023-2024 14MMS0709U BGC,231,2023-2024,14MMS0709U,BGC,Escolarizada,21,23,,44,,,,0,,,,0
232 2023-2024 14MMS0627K BGAI,232,2023-2024,14MMS0627K,BGAI,Escolarizada,1,12,,13,,,,0,,,,0
233 2023-2024 14MMS0627K BGC,233,2023-2024,14MMS0627K,BGC,Escolarizada,28,31,,59,,,,0,,,,0
234 2023-2024 14MMS0627K BGC,234,2023-2024,14MMS0627K,BGC,Escolarizada,27,32,,59,,,,0,,,,1
235 2023-2024 14MMS0710J BGC,235,2023-2024,14MMS0710J,BGC,Escolarizada,18,25,,43,,,,0,,,,0
236 2023-2024 14MMS0710J BGC,236,2023-2024,14MMS0710J,BGC,Escolarizada,19,24,,43,,,,0,,,,0
237 2023-2024 14MMS0832U BGC,237,2023-2024,14MMS0832U,BGC,Escolarizada,16,21,,37,,,,0,,,,0
238 2023-2024 14MMS0832U BGC,238,2023-2024,14MMS0832U,BGC,Escolarizada,16,20,,36,,,,0,,,,0
239 2023-2024 14MMS0629I BGC,239,2023-2024,14MMS0629I,BGC,Escolarizada,106,139,,245,,,,9,,,,0
240 2023-2024 14MMS0629I BGC,240,2023-2024,14MMS0629I,BGC,Escolarizada,101,143,,244,,,,7,,,,0
241 2023-2024 14MMS0769I BGC,241,2023-2024,14MMS0769I,BGC,Escolarizada,19,31,,50,,,,0,,,,0
242 2023-2024 14MMS0759B BGAI,242,2023-2024,14MMS0759B,BGAI,Escolarizada,19,15,,34,,,,1,,,,0
243 2023-2024 14MMS0759B BGC,243,2023-2024,14MMS0759B,BGC,Escolarizada,182,266,,448,,,,8,,,,0
244 2023-2024 14MMS0759B BGC,244,2023-2024,14MMS0759B,BGC,Escolarizada,166,281,,447,,,,2,,,,1
245 2023-2024 14MMS0771X BGC,245,2023-2024,14MMS0771X,BGC,Escolarizada,19,29,,48,,,,1,,,,0
246 2023-2024 14MMS0771X BGC,246,2023-2024,14MMS0771X,BGC,Escolarizada,17,31,,48,,,,0,,,,0
247 2023-2024 14MMS0655G BGC,247,2023-2024,14MMS0655G,BGC,Escolarizada,99,128,,227,,,,2,,,,0
248 2023-2024 14MMS0655G BGC,248,2023-2024,14MMS0655G,BGC,Escolarizada,101,125,,226,,,,2,,,,2
249 2023-2024 14MMS0766L BGC,249,2023-2024,14MMS0766L,BGC,Escolarizada,6,7,,13,,,,0,,,,0
250 2023-2024 14MMS0690M BGC,250,2023-2024,14MMS0690M,BGC,Escolarizada,8,9,,17,,,,0,,,,0
251 2023-2024 14MMS0689X BGC,251,2023-2024,14MMS0689X,BGC,Escolarizada,7,11,,18,,,,0,,,,0
252 2023-2024 14MMS0620R BGC,252,2023-2024,14MMS0620R,BGC,Escolarizada,21,36,,57,,,,0,,,,0
253 2023-2024 14MMS0620R BGC,253,2023-2024,14MMS0620R,BGC,Escolarizada,29,28,,57,,,,1,,,,0
254 2023-2024 14MMS0770Y BGC,254,2023-2024,14MMS0770Y,BGC,Escolarizada,5,5,,10,,,,0,,,,0
255 2023-2024 14MMS0740D BGC,255,2023-2024,14MMS0740D,BGC,Escolarizada,10,14,,24,,,,0,,,,0
256 2023-2024 14MMS0768J BGC,256,2023-2024,14MMS0768J,BGC,Escolarizada,22,23,,45,,,,1,,,,1
257 2023-2024 14MMS0711I BGC,257,2023-2024,14MMS0711I,BGC,Escolarizada,30,21,,51,,,,1,,,,0
258 2023-2024 14MMS0730X BGC,258,2023-2024,14MMS0730X,BGC,Escolarizada,19,22,,41,,,,0,,,,0
259 2023-2024 14MMS0656F BGC,259,2023-2024,14MMS0656F,BGC,Escolarizada,25,36,,61,,,,0,,,,0
260 2023-2024 14MMS0656F BGC,260,2023-2024,14MMS0656F,BGC,Escolarizada,26,34,,60,,,,0,,,,0
261 2023-2024 14MMS0670Z BGC,261,2023-2024,14MMS0670Z,BGC,Escolarizada,22,26,,48,,,,0,,,,0
262 2023-2024 14MMS0713G BGC,262,2023-2024,14MMS0713G,BGC,Escolarizada,25,38,,63,,,,2,,,,0
263 2023-2024 14MMS0713G BGC,263,2023-2024,14MMS0713G,BGC,Escolarizada,23,40,,63,,,,1,,,,0
264 2023-2024 14MMS0763O BGC,264,2023-2024,14MMS0763O,BGC,Escolarizada,16,13,,29,,,,0,,,,0
265 2023-2024 14MMS0632W BGC,265,2023-2024,14MMS0632W,BGC,Escolarizada,108,195,,303,,,,7,,,,1
266 2023-2024 14MMS0632W BGC,266,2023-2024,14MMS0632W,BGC,Escolarizada,118,185,,303,,,,9,,,,1
267 2023-2024 14MMS0715E BGC,267,2023-2024,14MMS0715E,BGC,Escolarizada,25,40,,65,,,,3,,,,0
268 2023-2024 14MMS0716D BGC,268,2023-2024,14MMS0716D,BGC,Escolarizada,35,46,,81,,,,0,,,,0
269 2023-2024 14MMS0743A BGC,269,2023-2024,14MMS0743A,BGC,Escolarizada,13,7,,20,,,,0,,,,0
270 2023-2024 14MMS0719A BGC,270,2023-2024,14MMS0719A,BGC,Escolarizada,7,14,,21,,,,0,,,,0
271 2023-2024 14MMS0719A BGC,271,2023-2024,14MMS0719A,BGC,Escolarizada,7,13,,20,,,,0,,,,0
272 2023-2024 14MMS0720Q BGC,272,2023-2024,14MMS0720Q,BGC,Escolarizada,16,30,,46,,,,0,,,,0
273 2023-2024 14MMS0720Q BGC,273,2023-2024,14MMS0720Q,BGC,Escolarizada,19,26,,45,,,,0,,,,0
274 2023-2024 14MMS0660S BGC,274,2023-2024,14MMS0660S,BGC,Escolarizada,34,38,,72,,,,1,,,,1
275 2023-2024 14MMS0660S BGC,275,2023-2024,14MMS0660S,BGC,Escolarizada,37,34,,71,,,,0,,,,0
276 2023-2024 14MMS0742B BGC,276,2023-2024,14MMS0742B,BGC,Escolarizada,11,8,,19,,,,0,,,,0
277 2023-2024 14MMS0727J BGC,277,2023-2024,14MMS0727J,BGC,Escolarizada,15,27,,42,,,,0,,,,1
278 2023-2024 14MMS0744Z BGC,278,2023-2024,14MMS0744Z,BGC,Escolarizada,44,58,,102,,,,2,,,,0
279 2023-2024 14MMS0744Z BGC,279,2023-2024,14MMS0744Z,BGC,Escolarizada,52,50,,102,,,,1,,,,0
280 2023-2024 14MMS0721P BGAI,280,2023-2024,14MMS0721P,BGAI,Escolarizada,11,7,,18,,,,0,,,,0
281 2023-2024 14MMS0721P BGC,281,2023-2024,14MMS0721P,BGC,Escolarizada,32,42,,74,,,,1,,,,0
282 2023-2024 14MMS0721P BGC,282,2023-2024,14MMS0721P,BGC,Escolarizada,28,45,,73,,,,4,,,,0
283 2023-2024 14MMS0657E BGAI,283,2023-2024,14MMS0657E,BGAI,Escolarizada,86,91,,177,,,,1,,,,0
284 2023-2024 14MMS0657E BGC,284,2023-2024,14MMS0657E,BGC,Escolarizada,167,249,,416,,,,0,,,,0
285 2023-2024 14MMS0657E BGC,285,2023-2024,14MMS0657E,BGC,Escolarizada,147,269,,416,,,,8,,,,2
286 2023-2024 14MMS0817B BGC,286,2023-2024,14MMS0817B,BGC,Escolarizada,25,25,,50,,,,1,,,,0
287 2023-2024 14MMS0817B BGC,287,2023-2024,14MMS0817B,BGC,Escolarizada,21,29,,50,,,,0,,,,0
288 2023-2024 14MMS0773V BGC,288,2023-2024,14MMS0773V,BGC,Escolarizada,103,120,,223,,,,2,,,,0
289 2023-2024 14MMS0773V BGC,289,2023-2024,14MMS0773V,BGC,Escolarizada,103,120,,223,,,,2,,,,0
290 2023-2024 14MMS0772W BGC,290,2023-2024,14MMS0772W,BGC,Escolarizada,17,14,,31,,,,1,,,,0
291 2023-2024 14MMS0679Q BGC,291,2023-2024,14MMS0679Q,BGC,Escolarizada,44,48,,92,,,,1,,,,0
292 2023-2024 14MMS0723N BGC,292,2023-2024,14MMS0723N,BGC,Escolarizada,7,15,,22,,,,0,,,,0
293 2023-2024 14MMS0633V BGC,293,2023-2024,14MMS0633V,BGC,Escolarizada,23,46,,69,,,,4,,,,0
294 2023-2024 14MMS0633V BGC,294,2023-2024,14MMS0633V,BGC,Escolarizada,27,42,,69,,,,1,,,,1
295 2023-2024 14MMS0669J BGC,295,2023-2024,14MMS0669J,BGC,Escolarizada,12,23,,35,,,,1,,,,0
296 2023-2024 14MMS0669J BGC,296,2023-2024,14MMS0669J,BGC,Escolarizada,17,18,,35,,,,1,,,,0
297 2023-2024 14MMS0672X BGC,297,2023-2024,14MMS0672X,BGC,Escolarizada,4,7,,11,,,,0,,,,0
298 2023-2024 14MMS0712H BGC,298,2023-2024,14MMS0712H,BGC,Escolarizada,21,36,,57,,,,0,,,,0
299 2023-2024 14MMS0712H BGC,299,2023-2024,14MMS0712H,BGC,Escolarizada,23,33,,56,,,,1,,,,0
300 2023-2024 14MMS0767K BGC,300,2023-2024,14MMS0767K,BGC,Escolarizada,37,40,,77,,,,1,,,,1
301 2023-2024 14MMS0767K BGC,301,2023-2024,14MMS0767K,BGC,Escolarizada,32,44,,76,,,,1,,,,0
302 2023-2024 14MMS0708V BGC,302,2023-2024,14MMS0708V,BGC,Escolarizada,26,48,,74,,,,0,,,,0
303 2023-2024 14MMS0708V BGC,303,2023-2024,14MMS0708V,BGC,Escolarizada,25,48,,73,,,,2,,,,0
304 2023-2024 14MMS0746Y BGC,304,2023-2024,14MMS0746Y,BGC,Escolarizada,29,37,,66,,,,1,,,,1
305 2023-2024 14MMS0724M BGC,305,2023-2024,14MMS0724M,BGC,Escolarizada,4,23,,27,,,,0,,,,0
306 2023-2024 14MMS0724M BGC,306,2023-2024,14MMS0724M,BGC,Escolarizada,13,13,,26,,,,0,,,,0
307 2023-2024 14MMS0755F BGC,307,2023-2024,14MMS0755F,BGC,Escolarizada,4,12,,16,,,,1,,,,0
308 2023-2024 14MMS0755F BGC,308,2023-2024,14MMS0755F,BGC,Escolarizada,8,8,,16,,,,1,,,,0
309 2023-2024 14MMS0745Z BGC,309,2023-2024,14MMS0745Z,BGC,Escolarizada,16,22,,38,,,,0,,,,0
310 2023-2024 14MMS0659C BGC,310,2023-2024,14MMS0659C,BGC,Escolarizada,37,50,,87,,,,0,,,,0
311 2023-2024 14MMS0659C BGC,311,2023-2024,14MMS0659C,BGC,Escolarizada,39,48,,87,,,,5,,,,0
312 2023-2024 14MMS0725L BGC,312,2023-2024,14MMS0725L,BGC,Escolarizada,7,23,,30,,,,0,,,,0
313 2023-2024 14MMS0658D BGC,313,2023-2024,14MMS0658D,BGC,Escolarizada,70,84,,154,,,,5,,,,0
314 2023-2024 14MMS0658D BGC,314,2023-2024,14MMS0658D,BGC,Escolarizada,62,92,,154,,,,3,,,,0
315 2023-2024 14MMS0638Q BGC,315,2023-2024,14MMS0638Q,BGC,Escolarizada,25,45,,70,,,,0,,,,0
316 2023-2024 14MMS0638Q BGC,316,2023-2024,14MMS0638Q,BGC,Escolarizada,22,47,,69,,,,2,,,,0
317 2023-2024 14MMS0749V BGAI,317,2023-2024,14MMS0749V,BGAI,No escolarizada,35,62,,97,,,,1,,,,2
318 2023-2024 14MMS0775T 2021300033,318,2023-2024,14MMS0775T,2021300033,Escolarizada,44,30,,74,,,,1,,,,0
319 2023-2024 14MMS0774U 2092100004,319,2023-2024,14MMS0774U,2092100004,Escolarizada,100,313,,413,,,,2,,,,1
320 2023-2024 14MMS0777R 2092100004,320,2023-2024,14MMS0777R,2092100004,Escolarizada,139,379,,518,,,,0,,,,0
321 2023-2024 14MMS0650L 3095300007,321,2023-2024,14MMS0650L,3095300007,Escolarizada,23,57,,80,,,,0,,,,0
322 2023-2024 14MMS0650L 3095300007,322,2023-2024,14MMS0650L,3095300007,Escolarizada,23,57,,80,,,,2,,,,0
323 2023-2024 14MMS0650L 3093100005,323,2023-2024,14MMS0650L,3093100005,Escolarizada,15,54,,69,,,,0,,,,0
324 2023-2024 14MMS0650L 3093100005,324,2023-2024,14MMS0650L,3093100005,Escolarizada,12,56,,68,,,,1,,,,0
325 2023-2024 14MMS0752I 3073200001,325,2023-2024,14MMS0752I,3073200001,Escolarizada,29,62,,91,,,,0,,,,0
326 2023-2024 14MMS0752I 3073200001,326,2023-2024,14MMS0752I,3073200001,Escolarizada,38,51,,89,,,,4,,,,0
327 2023-2024 14MMS0752I 3061300004,327,2023-2024,14MMS0752I,3061300004,Escolarizada,48,30,,78,,,,5,,,,1
328 2023-2024 14MMS0752I 3061300004,328,2023-2024,14MMS0752I,3061300004,Escolarizada,41,37,,78,,,,2,,,,0
329 2023-2024 14MMS0776S 3073200001,329,2023-2024,14MMS0776S,3073200001,Escolarizada,42,23,,65,,,,0,,,,0
330 2023-2024 14MMS0776S 3073200001,330,2023-2024,14MMS0776S,3073200001,Escolarizada,37,28,,65,,,,3,,,,0
331 2023-2024 14MMS0776S 3071700002,331,2023-2024,14MMS0776S,3071700002,Escolarizada,10,15,,25,,,,1,,,,0
332 2023-2024 14MMS0776S 2072100002,332,2023-2024,14MMS0776S,2072100002,Escolarizada,21,76,,97,,,,4,,,,0
333 2023-2024 14MMS0776S 2072100002,333,2023-2024,14MMS0776S,2072100002,Escolarizada,27,69,,96,,,,1,,,,0
334 2023-2024 14MMS0776S 2071200002,334,2023-2024,14MMS0776S,2071200002,Escolarizada,32,1,,33,,,,1,,,,0
335 2023-2024 14MMS0776S 2071200002,335,2023-2024,14MMS0776S,2071200002,Escolarizada,31,1,,32,,,,1,,,,0
336 2023-2024 14MMS0776S 2072400003,336,2023-2024,14MMS0776S,2072400003,Escolarizada,31,10,,41,,,,0,,,,0
337 2023-2024 14MMS0776S 2071100002,337,2023-2024,14MMS0776S,2071100002,Escolarizada,73,4,,77,,,,2,,,,0
338 2023-2024 14MMS0776S 2071100002,338,2023-2024,14MMS0776S,2071100002,Escolarizada,73,4,,77,,,,1,,,,0
339 2023-2024 14MMS0776S 2072300001,339,2023-2024,14MMS0776S,2072300001,Escolarizada,34,15,,49,,,,2,,,,0
340 2023-2024 14MMS0776S 2071400003,340,2023-2024,14MMS0776S,2071400003,Escolarizada,39,33,,72,,,,1,,,,0
341 2023-2024 14MMS0776S 2071400003,341,2023-2024,14MMS0776S,2071400003,Escolarizada,34,37,,71,,,,1,,,,0
342 2023-2024 14MMS0776S 2062200013,342,2023-2024,14MMS0776S,2062200013,Escolarizada,74,23,,97,,,,2,,,,1
343 2023-2024 14MMS0776S 2062200013,343,2023-2024,14MMS0776S,2062200013,Escolarizada,76,20,,96,,,,1,,,,0
344 2023-2024 14MMS0799C 3042000001,344,2023-2024,14MMS0799C,3042000001,Escolarizada,41,68,,109,,,,5,,,,0
345 2023-2024 14MMS0799C 3042000001,345,2023-2024,14MMS0799C,3042000001,Escolarizada,38,71,,109,,,,1,,,,0
346 2023-2024 14MMS0799C 3041100005,346,2023-2024,14MMS0799C,3041100005,Escolarizada,21,39,,60,,,,1,,,,0
347 2023-2024 14MMS0799C 3041100005,347,2023-2024,14MMS0799C,3041100005,Escolarizada,18,42,,60,,,,1,,,,0
348 2023-2024 14MMS0799C 2051200001,348,2023-2024,14MMS0799C,2051200001,Escolarizada,15,52,,67,,,,1,,,,0
349 2023-2024 14MMS0799C 2051200001,349,2023-2024,14MMS0799C,2051200001,Escolarizada,28,38,,66,,,,0,,,,0
350 2023-2024 14MMS0799C 2071200011,350,2023-2024,14MMS0799C,2071200011,Escolarizada,77,14,,91,,,,2,,,,0
351 2023-2024 14MMS0799C 2071200002,351,2023-2024,14MMS0799C,2071200002,Escolarizada,1,0,,1,,,,0,,,,0
352 2023-2024 14MMS0799C 2071200002,352,2023-2024,14MMS0799C,2071200002,Escolarizada,1,0,,1,,,,0,,,,0
353 2023-2024 14MMS0799C 2062200007,353,2023-2024,14MMS0799C,2062200007,Escolarizada,50,40,,90,,,,2,,,,0
354 2023-2024 14MMS0799C 2062200007,354,2023-2024,14MMS0799C,2062200007,Escolarizada,60,30,,90,,,,1,,,,0
355 2023-2024 14MMS0799C 2072000001,355,2023-2024,14MMS0799C,2072000001,Escolarizada,16,3,,19,,,,0,,,,0
356 2023-2024 14MMS0799C 2072000001,356,2023-2024,14MMS0799C,2072000001,Escolarizada,13,5,,18,,,,0,,,,0
357 2023-2024 14MMS0799C 2071100002,357,2023-2024,14MMS0799C,2071100002,Escolarizada,1,0,,1,,,,0,,,,0
358 2023-2024 14MMS0799C 2071100002,358,2023-2024,14MMS0799C,2071100002,Escolarizada,1,0,,1,,,,0,,,,0
359 2023-2024 14MMS0799C 2062100003,359,2023-2024,14MMS0799C,2062100003,Escolarizada,47,23,,70,,,,1,,,,0
360 2023-2024 14MMS0645Z 3042100001,360,2023-2024,14MMS0645Z,3042100001,Escolarizada,22,41,,63,,,,3,,,,0
361 2023-2024 14MMS0645Z 3042100001,361,2023-2024,14MMS0645Z,3042100001,Escolarizada,17,45,,62,,,,3,,,,0
362 2023-2024 14MMS0645Z 3021700001,362,2023-2024,14MMS0645Z,3021700001,Escolarizada,8,15,,23,,,,0,,,,0
363 2023-2024 14MMS0645Z 3021700001,363,2023-2024,14MMS0645Z,3021700001,Escolarizada,4,18,,22,,,,0,,,,0
364 2023-2024 14MMS0614G 3101600003,364,2023-2024,14MMS0614G,3101600003,Escolarizada,43,91,,134,,,,3,,,,1
365 2023-2024 14MMS0614G 3101600003,365,2023-2024,14MMS0614G,3101600003,Escolarizada,38,95,,133,,,,2,,,,0
366 2023-2024 14MMS0830W 3081100024,366,2023-2024,14MMS0830W,3081100024,Escolarizada,14,7,,21,,,,0,,,,21
367 2023-2024 14MMS0830W 3021600010,367,2023-2024,14MMS0830W,3021600010,Escolarizada,1,20,,21,,,,0,,,,21
368 2023-2024 14MMS0718B 3042000001,368,2023-2024,14MMS0718B,3042000001,Escolarizada,13,12,,25,,,,0,,,,0
369 2023-2024 14MMS0718B 3101600003,369,2023-2024,14MMS0718B,3101600003,Escolarizada,15,26,,41,,,,0,,,,0
370 2023-2024 14MMS0651K 3101600003,370,2023-2024,14MMS0651K,3101600003,Escolarizada,13,11,,24,,,,1,,,,0
371 2023-2024 14MMS0651K 3101600003,371,2023-2024,14MMS0651K,3101600003,Escolarizada,12,12,,24,,,,1,,,,0
372 2023-2024 14MMS0751J 3081100024,372,2023-2024,14MMS0751J,3081100024,Escolarizada,17,1,,18,,,,0,,,,18
373 2023-2024 14MMS0751J 3021600010,373,2023-2024,14MMS0751J,3021600010,Escolarizada,2,14,,16,,,,0,,,,16
374 2023-2024 14MMS0717C 3042000001,374,2023-2024,14MMS0717C,3042000001,Escolarizada,14,10,,24,,,,0,,,,0
375 2023-2024 14MMS0717C 3101600003,375,2023-2024,14MMS0717C,3101600003,Escolarizada,3,17,,20,,,,0,,,,1
376 2023-2024 14MMS0748W 3081100003,376,2023-2024,14MMS0748W,3081100003,Escolarizada,7,8,,15,,,,1,,,,0
377 2023-2024 14MMS0748W 3081100003,377,2023-2024,14MMS0748W,3081100003,Escolarizada,9,5,,14,,,,0,,,,0
378 2023-2024 14MMS0616E 3081100003,378,2023-2024,14MMS0616E,3081100003,Escolarizada,23,19,,42,,,,2,,,,0
379 2023-2024 14MMS0616E 3081100003,379,2023-2024,14MMS0616E,3081100003,Escolarizada,20,21,,41,,,,1,,,,0
380 2023-2024 14MMS0616E 2092100004,380,2023-2024,14MMS0616E,2092100004,Escolarizada,19,61,,80,,,,1,,,,1
381 2023-2024 14MMS0616E 2092100004,381,2023-2024,14MMS0616E,2092100004,Escolarizada,22,58,,80,,,,3,,,,0
382 2023-2024 14MMS0616E 2071100002,382,2023-2024,14MMS0616E,2071100002,Escolarizada,16,0,,16,,,,1,,,,0
383 2023-2024 14MMS0616E 2071100002,383,2023-2024,14MMS0616E,2071100002,Escolarizada,14,2,,16,,,,1,,,,0
384 2023-2024 14MMS0616E 2071400001,384,2023-2024,14MMS0616E,2071400001,Escolarizada,18,37,,55,,,,1,,,,0
385 2023-2024 14MMS0616E 2071400001,385,2023-2024,14MMS0616E,2071400001,Escolarizada,16,38,,54,,,,3,,,,0
386 2023-2024 14MMS0699D 3081100003,386,2023-2024,14MMS0699D,3081100003,Escolarizada,6,2,,8,,,,0,,,,0
387 2023-2024 14MMS0632W 3042100026,387,2023-2024,14MMS0632W,3042100026,Escolarizada,13,4,,17,,,,0,,,,0
388 2023-2024 14MMS0632W 3042100026,388,2023-2024,14MMS0632W,3042100026,Escolarizada,7,10,,17,,,,0,,,,0
389 2023-2024 14MMS0660S 3042000001,389,2023-2024,14MMS0660S,3042000001,Escolarizada,12,8,,20,,,,0,,,,0
390 2023-2024 14MMS0660S 3042000001,390,2023-2024,14MMS0660S,3042000001,Escolarizada,8,12,,20,,,,0,,,,0
391 2023-2024 14MMS0660S 3101600003,391,2023-2024,14MMS0660S,3101600003,Escolarizada,3,11,,14,,,,0,,,,0
392 2023-2024 14MMS0660S 3101600003,392,2023-2024,14MMS0660S,3101600003,Escolarizada,4,10,,14,,,,0,,,,0
393 2023-2024 14MMS0659C 3042100026,393,2023-2024,14MMS0659C,3042100026,Escolarizada,14,22,,36,,,,2,,,,0
394 2023-2024 14USU0002Z 5011100022,394,2023-2024,14USU0002Z,5011100022,Escolarizada,0,0,,0,,,,0,,,,0
395 2023-2024 14USU0002Z 5011500002,395,2023-2024,14USU0002Z,5011500002,Escolarizada,0,0,,0,,,,0,,,,0
396 2023-2024 14USU0002Z 5031100007,396,2023-2024,14USU0002Z,5031100007,Escolarizada,14,42,,56,,,,0,,,,2
397 2023-2024 14USU0002Z 5031200004,397,2023-2024,14USU0002Z,5031200004,Escolarizada,0,2,,2,,,,0,,,,0
398 2023-2024 14USU0002Z 5033100003,398,2023-2024,14USU0002Z,5033100003,Escolarizada,41,54,,95,,,,1,,,,5
399 2023-2024 14USU0002Z 5041100021,399,2023-2024,14USU0002Z,5041100021,Escolarizada,16,13,,29,,,,0,,,,4
400 2023-2024 14USU0002Z 5041400032,400,2023-2024,14USU0002Z,5041400032,Escolarizada,8,21,,29,,,,1,,,,0
401 2023-2024 14USU0002Z 5042000002,401,2023-2024,14USU0002Z,5042000002,Escolarizada,31,36,,67,,,,2,,,,2
402 2023-2024 14USU0002Z 5062100034,402,2023-2024,14USU0002Z,5062100034,Escolarizada,5,6,,11,,,,1,,,,0
403 2023-2024 14USU0002Z 5062200073,403,2023-2024,14USU0002Z,5062200073,Escolarizada,37,20,,57,,,,2,,,,1
404 2023-2024 14USU0002Z 5071300009,404,2023-2024,14USU0002Z,5071300009,Escolarizada,27,7,,34,,,,1,,,,0
405 2023-2024 14USU0002Z 5092100006,405,2023-2024,14USU0002Z,5092100006,Escolarizada,40,144,,184,,,,3,,,,5
406 2023-2024 14USU0002Z 5094200006,406,2023-2024,14USU0002Z,5094200006,Escolarizada,11,36,,47,,,,1,,,,3
407 2023-2024 14USU0002Z 5101600013,407,2023-2024,14USU0002Z,5101600013,Escolarizada,2,10,,12,,,,1,,,,0
408 2023-2024 14USU0003Y 5011500002,408,2023-2024,14USU0003Y,5011500002,Escolarizada,9,53,,62,,,,0,,,,0
409 2023-2024 14USU0003Y 5031100007,409,2023-2024,14USU0003Y,5031100007,Escolarizada,10,45,,55,,,,2,,,,0
410 2023-2024 14USU0003Y 5031500008,410,2023-2024,14USU0003Y,5031500008,Escolarizada,0,0,,0,,,,0,,,,0
411 2023-2024 14USU0003Y 5031500010,411,2023-2024,14USU0003Y,5031500010,Escolarizada,5,40,,45,,,,0,,,,0
412 2023-2024 14USU0003Y 5033100003,412,2023-2024,14USU0003Y,5033100003,Escolarizada,28,43,,71,,,,2,,,,0
413 2023-2024 14USU0003Y 5041100021,413,2023-2024,14USU0003Y,5041100021,Escolarizada,13,5,,18,,,,1,,,,0
414 2023-2024 14USU0003Y 5041400032,414,2023-2024,14USU0003Y,5041400032,Escolarizada,18,34,,52,,,,2,,,,0
415 2023-2024 14USU0003Y 5042000002,415,2023-2024,14USU0003Y,5042000002,Escolarizada,13,30,,43,,,,1,,,,0
416 2023-2024 14USU0003Y 5051100015,416,2023-2024,14USU0003Y,5051100015,Escolarizada,11,16,,27,,,,1,,,,0
417 2023-2024 14USU0003Y 5052200021,417,2023-2024,14USU0003Y,5052200021,Escolarizada,14,10,,24,,,,1,,,,0
418 2023-2024 14USU0003Y 5062200055,418,2023-2024,14USU0003Y,5062200055,Escolarizada,0,1,,1,,,,0,,,,0
419 2023-2024 14USU0003Y 5062200073,419,2023-2024,14USU0003Y,5062200073,Escolarizada,25,0,,25,,,,0,,,,0
420 2023-2024 14USU0003Y 5062200082,420,2023-2024,14USU0003Y,5062200082,Escolarizada,7,5,,12,,,,0,,,,0
421 2023-2024 14USU0003Y 5071300014,421,2023-2024,14USU0003Y,5071300014,Escolarizada,88,10,,98,,,,1,,,,0
422 2023-2024 14USU0003Y 5071300091,422,2023-2024,14USU0003Y,5071300091,Escolarizada,6,2,,8,,,,0,,,,0
423 2023-2024 14USU0003Y 5072400001,423,2023-2024,14USU0003Y,5072400001,Escolarizada,3,1,,4,,,,0,,,,0
424 2023-2024 14USU0003Y 5091100010,424,2023-2024,14USU0003Y,5091100010,Escolarizada,0,0,,0,,,,0,,,,0
425 2023-2024 14USU0003Y 5092100006,425,2023-2024,14USU0003Y,5092100006,Escolarizada,2,13,,15,,,,0,,,,0
426 2023-2024 14USU0003Y 5094200006,426,2023-2024,14USU0003Y,5094200006,Escolarizada,5,16,,21,,,,0,,,,0
427 2023-2024 14USU0003Y 5101600013,427,2023-2024,14USU0003Y,5101600013,Escolarizada,2,10,,12,,,,0,,,,0
428 2023-2024 14USU0004X 5011200004,428,2023-2024,14USU0004X,5011200004,No escolarizada,23,84,,107,,,,6,,,,1
429 2023-2024 14USU0004X 5011500002,429,2023-2024,14USU0004X,5011500002,No escolarizada,0,0,,0,,,,0,,,,0
