name,row,ciclo,cve_plantel,cve_programa,modalidad,egresados_h,egresados_m,egresados_nb,egresados_t,e_discapacidad_h,e_discapacidad_m,e_discapacidad_nb,e_discapacidad_t,e_habla_indigena_h,e_habla_indigena_m,e_habla_indigena_nb,e_habla_indigena_t,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
1381 2021-2022 14MMS0712H BGC,1381,2021-2022,14MMS0712H,BGC,Escolarizada,38,75,,113,,,,0,,,,0,,,,,,,,,,,,,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
1382 2021-2022 14MMS0712H BGC,1382,2021-2022,14MMS0712H,BGC,Escolarizada,50,63,,113,,,,1,,,,0,,,,,,,,,,,,,1,2,,3,0,0,,0,0,0,,0,3,3,,6,1,0,,1
1383 2021-2022 14MMS0767K BGC,1383,2021-2022,14MMS0767K,BGC,Escolarizada,74,85,,159,,,,0,,,,0,,,,,,,,,,,,,1,1,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
1384 2021-2022 14MMS0767K BGC,1384,2021-2022,14MMS0767K,BGC,Escolarizada,61,98,,159,,,,2,,,,0,,,,,,,,,,,,,1,2,,3,0,0,,0,0,0,,0,1,4,,5,1,0,,1
1385 2021-2022 14MMS0708V BGC,1385,2021-2022,14MMS0708V,BGC,Escolarizada,69,84,,153,,,,1,,,,0,,,,,,,,,,,,,4,0,,4,0,0,,0,0,0,,0,5,0,,5,0,0,,0
1386 2021-2022 14MMS0708V BGC,1386,2021-2022,14MMS0708V,BGC,Escolarizada,78,75,,153,,,,1,,,,0,,,,,,,,,,,,,2,1,,3,0,0,,0,0,0,,0,3,3,,6,0,0,,0
1387 2021-2022 14MMS0746Y BGC,1387,2021-2022,14MMS0746Y,BGC,Escolarizada,34,72,,106,,,,0,,,,0,,,,,,,,,,,,,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1388 2021-2022 14MMS0724M BGC,1388,2021-2022,14MMS0724M,BGC,Escolarizada,28,42,,70,,,,0,,,,0,,,,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1389 2021-2022 14MMS0724M BGC,1389,2021-2022,14MMS0724M,BGC,Escolarizada,37,33,,70,,,,0,,,,0,,,,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1390 2021-2022 14MMS0755F BGC,1390,2021-2022,14MMS0755F,BGC,Escolarizada,23,28,,51,,,,0,,,,0,,,,,,,,,,,,,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1391 2021-2022 14MMS0755F BGC,1391,2021-2022,14MMS0755F,BGC,Escolarizada,20,30,,50,,,,0,,,,0,,,,,,,,,,,,,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
1392 2021-2022 14MMS0745Z BGC,1392,2021-2022,14MMS0745Z,BGC,Escolarizada,11,13,,24,,,,1,,,,0,,,,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1393 2021-2022 14MMS0659C BGC,1393,2021-2022,14MMS0659C,BGC,Escolarizada,54,118,,172,,,,8,,,,0,,,,,,,,,,,,,2,2,,4,0,2,,2,0,0,,0,2,5,,7,0,0,,0
1394 2021-2022 14MMS0659C BGC,1394,2021-2022,14MMS0659C,BGC,Escolarizada,61,111,,172,,,,4,,,,0,,,,,,,,,,,,,3,7,,10,0,1,,1,0,0,,0,4,9,,13,0,0,,0
1395 2021-2022 14MMS0725L BGC,1395,2021-2022,14MMS0725L,BGC,Escolarizada,22,34,,56,,,,1,,,,0,,,,,,,,,,,,,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
1396 2021-2022 14MMS0658D BGC,1396,2021-2022,14MMS0658D,BGC,Escolarizada,108,192,,300,,,,3,,,,0,,,,,,,,,,,,,4,6,,10,0,0,,0,1,0,,1,8,8,,16,0,0,,0
1397 2021-2022 14MMS0658D BGC,1397,2021-2022,14MMS0658D,BGC,Escolarizada,106,192,,298,,,,9,,,,0,,,,,,,,,,,,,3,10,,13,0,0,,0,0,0,,0,3,11,,14,0,0,,0
1398 2021-2022 14MMS0638Q BGC,1398,2021-2022,14MMS0638Q,BGC,Escolarizada,65,105,,170,,,,2,,,,0,,,,,,,,,,,,,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
1399 2021-2022 14MMS0638Q BGC,1399,2021-2022,14MMS0638Q,BGC,Escolarizada,60,109,,169,,,,2,,,,0,,,,,,,,,,,,,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
1400 2021-2022 14MMS0749V BGAI,1400,2021-2022,14MMS0749V,BGAI,No escolarizada,41,83,,124,,,,6,,,,2,,,,,,,,,,,,,1,4,,5,0,0,,0,1,1,,2,6,11,,17,3,4,,7
1401 2021-2022 14MMS0775T 2021300033,1401,2021-2022,14MMS0775T,2021300033,Escolarizada,80,53,,133,,,,1,,,,0,12,7,,19,,,,0,,,,0,10,3,,13,1,0,,1,0,0,,0,12,3,,15,0,0,,0
1402 2021-2022 14MMS0774U 2092100004,1402,2021-2022,14MMS0774U,2092100004,Escolarizada,53,201,,254,,,,0,,,,0,37,159,,196,,,,0,,,,0,5,5,,10,0,0,,0,0,0,,0,7,7,,14,1,4,,5
1403 2021-2022 14MMS0777R 2092100004,1403,2021-2022,14MMS0777R,2092100004,Escolarizada,63,241,,304,,,,1,,,,0,37,163,,200,,,,0,,,,0,3,3,,6,0,0,,0,0,0,,0,3,3,,6,0,1,,1
1404 2021-2022 14MMS0650L 3095300007,1404,2021-2022,14MMS0650L,3095300007,Escolarizada,35,73,,108,,,,0,,,,0,1,4,,5,,,,0,,,,0,0,5,,5,0,0,,0,0,0,,0,0,6,,6,0,1,,1
1405 2021-2022 14MMS0650L 3095300007,1405,2021-2022,14MMS0650L,3095300007,Escolarizada,28,80,,108,,,,2,,,,0,2,3,,5,,,,1,,,,0,1,4,,5,0,0,,0,0,0,,0,2,4,,6,0,0,,0
1406 2021-2022 14MMS0650L 3093100005,1406,2021-2022,14MMS0650L,3093100005,Escolarizada,26,75,,101,,,,0,,,,0,1,2,,3,,,,0,,,,0,0,2,,2,0,0,,0,0,0,,0,0,3,,3,0,0,,0
1407 2021-2022 14MMS0650L 3093100005,1407,2021-2022,14MMS0650L,3093100005,Escolarizada,32,68,,100,,,,3,,,,0,0,3,,3,,,,0,,,,0,2,1,,3,0,0,,0,0,0,,0,2,1,,3,0,0,,0
1408 2021-2022 14MMS0752I 3073200001,1408,2021-2022,14MMS0752I,3073200001,Escolarizada,50,46,,96,,,,1,,,,0,0,0,,0,,,,0,,,,0,1,1,,2,1,0,,1,0,0,,0,3,2,,5,0,0,,0
1409 2021-2022 14MMS0752I 3073200001,1409,2021-2022,14MMS0752I,3073200001,Escolarizada,37,59,,96,,,,5,,,,0,0,0,,0,,,,0,,,,0,1,5,,6,0,1,,1,0,0,,0,1,7,,8,0,2,,2
1410 2021-2022 14MMS0752I 3061300004,1410,2021-2022,14MMS0752I,3061300004,Escolarizada,60,37,,97,,,,0,,,,0,0,0,,0,,,,0,,,,0,5,4,,9,1,0,,1,0,0,,0,6,4,,10,1,0,,1
1411 2021-2022 14MMS0752I 3061300004,1411,2021-2022,14MMS0752I,3061300004,Escolarizada,58,39,,97,,,,2,,,,0,0,0,,0,,,,0,,,,0,1,1,,2,1,0,,1,0,0,,0,5,1,,6,0,1,,1
1412 2021-2022 14MMS0776S 3073200001,1412,2021-2022,14MMS0776S,3073200001,Escolarizada,70,38,,108,,,,1,,,,0,0,1,,1,,,,0,,,,0,6,1,,7,0,0,,0,0,0,,0,6,3,,9,0,0,,0
1413 2021-2022 14MMS0776S 3073200001,1413,2021-2022,14MMS0776S,3073200001,Escolarizada,65,43,,108,,,,5,,,,0,0,0,,0,,,,0,,,,0,5,1,,6,0,0,,0,0,0,,0,5,1,,6,0,0,,0
1414 2021-2022 14MMS0776S 3071700002,1414,2021-2022,14MMS0776S,3071700002,Escolarizada,40,54,,94,,,,3,,,,1,0,0,,0,,,,0,,,,0,0,2,,2,0,0,,0,0,0,,0,0,2,,2,0,0,,0
1415 2021-2022 14MMS0776S 2072100002,1415,2021-2022,14MMS0776S,2072100002,Escolarizada,37,132,,169,,,,0,,,,0,0,2,,2,,,,0,,,,0,2,4,,6,0,0,,0,0,0,,0,2,5,,7,0,1,,1
1416 2021-2022 14MMS0776S 2072100002,1416,2021-2022,14MMS0776S,2072100002,Escolarizada,48,119,,167,,,,0,,,,0,0,2,,2,,,,0,,,,0,1,4,,5,0,0,,0,0,0,,0,2,4,,6,0,0,,0
1417 2021-2022 14MMS0776S 2071200002,1417,2021-2022,14MMS0776S,2071200002,Escolarizada,104,2,,106,,,,1,,,,0,2,0,,2,,,,0,,,,0,5,0,,5,0,0,,0,0,0,,0,8,0,,8,0,0,,0
1418 2021-2022 14MMS0776S 2071200002,1418,2021-2022,14MMS0776S,2071200002,Escolarizada,99,6,,105,,,,3,,,,0,1,0,,1,,,,0,,,,0,5,0,,5,1,0,,1,0,0,,0,7,0,,7,0,0,,0
1419 2021-2022 14MMS0776S 2072400003,1419,2021-2022,14MMS0776S,2072400003,Escolarizada,44,14,,58,,,,1,,,,0,0,0,,0,,,,0,,,,0,3,0,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0
1420 2021-2022 14MMS0776S 2072400003,1420,2021-2022,14MMS0776S,2072400003,Escolarizada,40,18,,58,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,1,0,,1,1,1,,2,0,0,,0
1421 2021-2022 14MMS0776S 2071100002,1421,2021-2022,14MMS0776S,2071100002,Escolarizada,182,13,,195,,,,8,,,,0,1,2,,3,,,,0,,,,0,4,0,,4,0,0,,0,0,0,,0,4,0,,4,0,0,,0
1422 2021-2022 14MMS0776S 2071100002,1422,2021-2022,14MMS0776S,2071100002,Escolarizada,183,11,,194,,,,3,,,,0,1,0,,1,,,,0,,,,0,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
1423 2021-2022 14MMS0776S 2072300001,1423,2021-2022,14MMS0776S,2072300001,Escolarizada,33,21,,54,,,,1,,,,0,1,0,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1424 2021-2022 14MMS0776S 2072300001,1424,2021-2022,14MMS0776S,2072300001,Escolarizada,37,17,,54,,,,1,,,,0,0,0,,0,,,,0,,,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
1425 2021-2022 14MMS0776S 2071400003,1425,2021-2022,14MMS0776S,2071400003,Escolarizada,55,57,,112,,,,5,,,,0,3,3,,6,,,,0,,,,0,3,1,,4,0,0,,0,0,0,,0,3,2,,5,0,0,,0
1426 2021-2022 14MMS0776S 2071400003,1426,2021-2022,14MMS0776S,2071400003,Escolarizada,51,61,,112,,,,1,,,,0,2,3,,5,,,,0,,,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,1,0,,1
1427 2021-2022 14MMS0776S 2062200013,1427,2021-2022,14MMS0776S,2062200013,Escolarizada,148,38,,186,,,,3,,,,0,1,2,,3,,,,0,,,,0,9,3,,12,2,0,,2,0,0,,0,16,4,,20,0,0,,0
1428 2021-2022 14MMS0776S 2062200013,1428,2021-2022,14MMS0776S,2062200013,Escolarizada,141,45,,186,,,,6,,,,0,3,0,,3,,,,0,,,,0,9,1,,10,0,0,,0,0,0,,0,10,1,,11,0,0,,0
1429 2021-2022 14MMS0799C 3042000001,1429,2021-2022,14MMS0799C,3042000001,Escolarizada,66,110,,176,,,,1,,,,0,4,4,,8,,,,0,,,,0,0,3,,3,0,0,,0,0,0,,0,1,3,,4,0,0,,0
1430 2021-2022 14MMS0799C 3042000001,1430,2021-2022,14MMS0799C,3042000001,Escolarizada,57,118,,175,,,,2,,,,0,3,4,,7,,,,0,,,,0,1,1,,2,0,0,,0,0,0,,0,2,3,,5,0,0,,0
1431 2021-2022 14MMS0799C 3041100005,1431,2021-2022,14MMS0799C,3041100005,Escolarizada,33,71,,104,,,,0,,,,0,1,0,,1,,,,0,,,,0,2,0,,2,0,0,,0,0,0,,0,4,0,,4,0,1,,1
1432 2021-2022 14MMS0799C 3041100005,1432,2021-2022,14MMS0799C,3041100005,Escolarizada,39,65,,104,,,,2,,,,0,0,1,,1,,,,0,,,,0,1,3,,4,0,0,,0,0,0,,0,1,3,,4,0,0,,0
1433 2021-2022 14MMS0799C 2051200001,1433,2021-2022,14MMS0799C,2051200001,Escolarizada,14,21,,35,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,4,,5,0,0,,0,0,0,,0,3,5,,8,0,0,,0
1434 2021-2022 14MMS0799C 2051200001,1434,2021-2022,14MMS0799C,2051200001,Escolarizada,9,26,,35,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1435 2021-2022 14MMS0799C 2071200011,1435,2021-2022,14MMS0799C,2071200011,Escolarizada,22,6,,28,,,,0,,,,0,0,0,,0,,,,0,,,,0,4,0,,4,0,0,,0,0,0,,0,5,0,,5,0,0,,0
1436 2021-2022 14MMS0799C 2071200011,1436,2021-2022,14MMS0799C,2071200011,Escolarizada,18,10,,28,,,,1,,,,1,0,0,,0,,,,0,,,,0,1,1,,2,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1437 2021-2022 14MMS0799C 2062200007,1437,2021-2022,14MMS0799C,2062200007,Escolarizada,119,50,,169,,,,6,,,,0,3,3,,6,,,,1,,,,0,6,1,,7,1,0,,1,1,0,,1,8,1,,9,1,0,,1
1438 2021-2022 14MMS0799C 2062200007,1438,2021-2022,14MMS0799C,2062200007,Escolarizada,119,49,,168,,,,4,,,,0,4,2,,6,,,,1,,,,0,9,0,,9,0,0,,0,0,0,,0,12,0,,12,0,0,,0
1439 2021-2022 14MMS0799C 2072000001,1439,2021-2022,14MMS0799C,2072000001,Escolarizada,14,6,,20,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1440 2021-2022 14MMS0799C 2072000001,1440,2021-2022,14MMS0799C,2072000001,Escolarizada,11,9,,20,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,1,,2,0,0,,0,0,0,,0,3,1,,4,0,0,,0
1441 2021-2022 14MMS0799C 2062100003,1441,2021-2022,14MMS0799C,2062100003,Escolarizada,12,6,,18,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
1442 2021-2022 14MMS0799C 2062100003,1442,2021-2022,14MMS0799C,2062100003,Escolarizada,14,4,,18,,,,1,,,,0,0,0,,0,,,,0,,,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,1,0,,1
1443 2021-2022 14MMS0645Z 3042100001,1443,2021-2022,14MMS0645Z,3042100001,Escolarizada,32,60,,92,,,,1,,,,0,0,4,,4,,,,0,,,,0,4,1,,5,0,0,,0,0,0,,0,4,1,,5,0,0,,0
1444 2021-2022 14MMS0645Z 3042100001,1444,2021-2022,14MMS0645Z,3042100001,Escolarizada,34,58,,92,,,,1,,,,0,1,2,,3,,,,0,,,,0,3,4,,7,0,0,,0,0,0,,0,3,4,,7,0,0,,0
1445 2021-2022 14MMS0645Z 3021700001,1445,2021-2022,14MMS0645Z,3021700001,Escolarizada,12,28,,40,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1446 2021-2022 14MMS0645Z 3021700001,1446,2021-2022,14MMS0645Z,3021700001,Escolarizada,19,21,,40,,,,1,,,,0,0,0,,0,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1447 2021-2022 14MMS0614G 3101600003,1447,2021-2022,14MMS0614G,3101600003,Escolarizada,42,151,,193,,,,5,,,,0,1,0,,1,,,,0,,,,0,2,5,,7,0,0,,0,0,0,,0,2,6,,8,0,1,,1
1448 2021-2022 14MMS0614G 3101600003,1448,2021-2022,14MMS0614G,3101600003,Escolarizada,35,158,,193,,,,2,,,,1,0,0,,0,,,,0,,,,0,3,7,,10,1,0,,1,0,0,,0,5,8,,13,0,0,,0
1449 2021-2022 14MMS0830W 3081100024,1449,2021-2022,14MMS0830W,3081100024,Escolarizada,33,8,,41,,,,0,,,,37,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,60,20,,80
1450 2021-2022 14MMS0830W 3021600010,1450,2021-2022,14MMS0830W,3021600010,Escolarizada,7,24,,31,,,,0,,,,29,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,69,,79
1451 2021-2022 14MMS0651K 3101600003,1451,2021-2022,14MMS0651K,3101600003,Escolarizada,15,36,,51,,,,1,,,,0,0,0,,0,,,,0,,,,0,0,1,,1,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1452 2021-2022 14MMS0651K 3101600003,1452,2021-2022,14MMS0651K,3101600003,Escolarizada,19,32,,51,,,,2,,,,0,0,0,,0,,,,0,,,,0,2,2,,4,0,0,,0,0,0,,0,2,2,,4,0,0,,0
1453 2021-2022 14MMS0751J 3081100024,1453,2021-2022,14MMS0751J,3081100024,Escolarizada,17,0,,17,,,,0,,,,17,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,72,7,,79
1454 2021-2022 14MMS0751J 3021600010,1454,2021-2022,14MMS0751J,3021600010,Escolarizada,3,26,,29,,,,0,,,,28,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,60,,63
1455 2021-2022 14MMS0718B 3042000001,1455,2021-2022,14MMS0718B,3042000001,Escolarizada,15,11,,26,,,,2,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1456 2021-2022 14MMS0718B 3101600003,1456,2021-2022,14MMS0718B,3101600003,Escolarizada,26,52,,78,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1457 2021-2022 14MMS0717C 3042000001,1457,2021-2022,14MMS0717C,3042000001,Escolarizada,22,14,,36,,,,0,,,,0,0,1,,1,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1458 2021-2022 14MMS0717C 3101600003,1458,2021-2022,14MMS0717C,3101600003,Escolarizada,3,8,,11,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0
1459 2021-2022 14MMS0748W 3081100003,1459,2021-2022,14MMS0748W,3081100003,Escolarizada,17,9,,26,,,,1,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1460 2021-2022 14MMS0748W 3081100003,1460,2021-2022,14MMS0748W,3081100003,Escolarizada,14,11,,25,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,2,0,0,,0
1461 2021-2022 14MMS0616E 3081100003,1461,2021-2022,14MMS0616E,3081100003,Escolarizada,40,40,,80,,,,1,,,,0,0,1,,1,,,,0,,,,0,2,1,,3,0,0,,0,0,0,,0,4,1,,5,0,0,,0
1462 2021-2022 14MMS0616E 3081100003,1462,2021-2022,14MMS0616E,3081100003,Escolarizada,42,37,,79,,,,2,,,,0,1,0,,1,,,,0,,,,0,2,1,,3,0,0,,0,0,0,,0,2,3,,5,0,0,,0
1463 2021-2022 14MMS0616E 2092100004,1463,2021-2022,14MMS0616E,2092100004,Escolarizada,53,195,,248,,,,0,,,,0,14,33,,47,,,,1,,,,0,3,4,,7,0,0,,0,0,0,,0,3,4,,7,0,0,,0
1464 2021-2022 14MMS0616E 2092100004,1464,2021-2022,14MMS0616E,2092100004,Escolarizada,64,184,,248,,,,2,,,,0,14,33,,47,,,,0,,,,0,2,2,,4,0,0,,0,0,0,,0,2,2,,4,0,0,,0
1465 2021-2022 14MMS0616E 2071100002,1465,2021-2022,14MMS0616E,2071100002,Escolarizada,26,0,,26,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,4,0,,4,0,0,,0
1466 2021-2022 14MMS0616E 2071100002,1466,2021-2022,14MMS0616E,2071100002,Escolarizada,25,0,,25,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1467 2021-2022 14MMS0616E 2071400001,1467,2021-2022,14MMS0616E,2071400001,Escolarizada,34,45,,79,,,,4,,,,0,1,0,,1,,,,0,,,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
1468 2021-2022 14MMS0616E 2071400001,1468,2021-2022,14MMS0616E,2071400001,Escolarizada,40,39,,79,,,,2,,,,0,0,0,,0,,,,0,,,,0,2,4,,6,0,0,,0,0,0,,0,2,5,,7,0,0,,0
1469 2021-2022 14MMS0699D 3081100003,1469,2021-2022,14MMS0699D,3081100003,Escolarizada,21,31,,52,,,,0,,,,0,0,0,,0,,,,0,,,,0,2,0,,2,0,0,,0,0,0,,0,2,0,,2,0,0,,0
1470 2021-2022 14MMS0632W 3042100026,1470,2021-2022,14MMS0632W,3042100026,Escolarizada,20,25,,45,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1471 2021-2022 14MMS0632W 3042100026,1471,2021-2022,14MMS0632W,3042100026,Escolarizada,18,26,,44,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1472 2021-2022 14MMS0660S 3042000001,1472,2021-2022,14MMS0660S,3042000001,Escolarizada,21,28,,49,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1473 2021-2022 14MMS0660S 3042000001,1473,2021-2022,14MMS0660S,3042000001,Escolarizada,26,22,,48,,,,0,,,,0,0,0,,0,,,,0,,,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
1474 2021-2022 14MMS0660S 3101600003,1474,2021-2022,14MMS0660S,3101600003,Escolarizada,16,23,,39,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1475 2021-2022 14MMS0660S 3101600003,1475,2021-2022,14MMS0660S,3101600003,Escolarizada,10,28,,38,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1476 2021-2022 14MMS0659C 3042100026,1476,2021-2022,14MMS0659C,3042100026,Escolarizada,28,31,,59,,,,3,,,,0,0,0,,0,,,,0,,,,0,1,2,,3,0,0,,0,0,0,,0,1,2,,3,0,0,,0
1477 2021-2022 14USU0002Z 5011100022,1477,2021-2022,14USU0002Z,5011100022,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,21,33,,54
1478 2021-2022 14USU0002Z 5011500002,1478,2021-2022,14USU0002Z,5011500002,Escolarizada,0,0,,0,,,,0,,,,0,0,0,,0,,,,0,,,,0,4,4,,8,1,0,,1,0,0,,0,5,5,,10,26,27,,53
1479 2021-2022 14USU0002Z 5031100007,1479,2021-2022,14USU0002Z,5031100007,Escolarizada,16,74,,90,,,,0,,,,2,11,31,,42,,,,2,,,,0,1,8,,9,0,0,,0,0,0,,0,1,10,,11,1,3,,4
1480 2021-2022 14USU0002Z 5031200004,1480,2021-2022,14USU0002Z,5031200004,Escolarizada,2,1,,3,,,,0,,,,0,1,2,,3,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2
1481 2021-2022 14USU0002Z 5033100003,1481,2021-2022,14USU0002Z,5033100003,Escolarizada,20,19,,39,,,,0,,,,3,27,28,,55,,,,0,,,,2,3,7,,10,0,1,,1,0,0,,0,4,10,,14,7,4,,11
1482 2021-2022 14USU0002Z 5041100021,1482,2021-2022,14USU0002Z,5041100021,Escolarizada,10,3,,13,,,,1,,,,0,9,4,,13,,,,0,,,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,4,,12
1483 2021-2022 14USU0002Z 5041400032,1483,2021-2022,14USU0002Z,5041400032,Escolarizada,5,12,,17,,,,0,,,,1,7,31,,38,,,,1,,,,0,6,4,,10,0,0,,0,0,0,,0,6,6,,12,4,4,,8
1484 2021-2022 14USU0002Z 5042000002,1484,2021-2022,14USU0002Z,5042000002,Escolarizada,12,31,,43,,,,1,,,,3,12,24,,36,,,,0,,,,0,5,2,,7,0,0,,0,0,0,,0,5,4,,9,7,6,,13
1485 2021-2022 14USU0002Z 5062100034,1485,2021-2022,14USU0002Z,5062100034,Escolarizada,2,4,,6,,,,0,,,,0,4,1,,5,,,,0,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
1486 2021-2022 14USU0002Z 5062200073,1486,2021-2022,14USU0002Z,5062200073,Escolarizada,12,4,,16,,,,0,,,,2,8,3,,11,,,,0,,,,0,4,1,,5,0,0,,0,1,0,,1,5,1,,6,11,2,,13
1487 2021-2022 14USU0002Z 5071300009,1487,2021-2022,14USU0002Z,5071300009,Escolarizada,12,2,,14,,,,0,,,,0,11,0,,11,,,,0,,,,0,4,2,,6,2,0,,2,0,0,,0,6,2,,8,5,0,,5
1488 2021-2022 14USU0002Z 5092100006,1488,2021-2022,14USU0002Z,5092100006,Escolarizada,57,197,,254,,,,4,,,,7,68,168,,236,,,,2,,,,9,4,12,,16,2,1,,3,0,0,,0,6,16,,22,6,25,,31
1489 2021-2022 14USU0002Z 5094200006,1489,2021-2022,14USU0002Z,5094200006,Escolarizada,12,39,,51,,,,1,,,,5,5,19,,24,,,,0,,,,0,1,6,,7,0,0,,0,0,0,,0,1,7,,8,0,5,,5
1490 2021-2022 14USU0002Z 5101600013,1490,2021-2022,14USU0002Z,5101600013,Escolarizada,4,9,,13,,,,0,,,,1,0,1,,1,,,,0,,,,0,1,3,,4,0,0,,0,0,0,,0,1,4,,5,0,1,,1
1491 2021-2022 14USU0003Y 5031100007,1491,2021-2022,14USU0003Y,5031100007,Escolarizada,12,66,,78,,,,0,,,,0,13,43,,56,,,,0,,,,0,2,17,,19,0,1,,1,0,1,,1,4,20,,24,0,0,,0
1492 2021-2022 14USU0003Y 5031500010,1492,2021-2022,14USU0003Y,5031500010,Escolarizada,5,60,,65,,,,0,,,,0,7,61,,68,,,,0,,,,0,1,6,,7,0,0,,0,0,0,,0,2,6,,8,0,0,,0
1493 2021-2022 14USU0003Y 5033100003,1493,2021-2022,14USU0003Y,5033100003,Escolarizada,18,35,,53,,,,0,,,,0,34,45,,79,,,,0,,,,0,6,7,,13,0,1,,1,0,0,,0,7,10,,17,0,0,,0
