name,row,ciclo,cve_plantel,cve_programa,modalidad,matricula_h,matricula_m,matricula_nb,matricula_t,disc_fis_motriz_h,disc_fis_motriz_m,disc_fis_motriz_nb,disc_fis_motriz_t,disc_intelectual_h,disc_intelectual_m,disc_intelectual_nb,disc_intelectual_t,disc_multiple_h,disc_multiple_m,disc_multiple_nb,disc_multiple_t,disc_aud_hipoacusia_h,disc_aud_hipoacusia_m,disc_aud_hipoacusia_nb,disc_aud_hipoacusia_t,disc_aud_sordera_h,disc_aud_sordera_m,disc_aud_sordera_nb,disc_aud_sordera_t,disc_vis_baja_vision_h,disc_vis_baja_vision_m,disc_vis_baja_vision_nb,disc_vis_baja_vision_t,disc_vis_ceguera_h,disc_vis_ceguera_m,disc_vis_ceguera_nb,disc_vis_ceguera_t,disc_psicosocial_h,disc_psicosocial_m,disc_psicosocial_nb,disc_psicosocial_t,discapacidad_h,discapacidad_m,discapacidad_nb,discapacidad_t,habla_indigena_h,habla_indigena_m,habla_indigena_nb,habla_indigena_t
17 2021-2022 14MMS0615F BGC,17,2021-2022,14MMS0615F,BGC,Escolarizada,486,830,,1316,0,3,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,15,,22,0,1,,1,1,0,,1,8,19,,27,0,0,,0
18 2021-2022 14MMS0615F BGC,18,2021-2022,14MMS0615F,BGC,Escolarizada,473,841,,1314,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,4,15,,19,0,1,,1,0,0,,0,5,16,,21,0,0,,0
19 2021-2022 14MMS0616E BGC,19,2021-2022,14MMS0616E,BGC,Escolarizada,243,306,,549,0,0,,0,1,0,,1,0,0,,0,0,1,,1,0,0,,0,3,3,,6,0,0,,0,0,0,,0,4,4,,8,0,0,,0
20 2021-2022 14MMS0616E BGC,20,2021-2022,14MMS0616E,BGC,Escolarizada,225,324,,549,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,4,5,,9,1,0,,1,0,0,,0,7,5,,12,0,0,,0
21 2021-2022 14MMS0617D BGC,21,2021-2022,14MMS0617D,BGC,Escolarizada,276,357,,633,1,0,,1,1,0,,1,0,0,,0,0,0,,0,0,0,,0,3,6,,9,0,0,,0,0,0,,0,5,6,,11,0,0,,0
22 2021-2022 14MMS0617D BGC,22,2021-2022,14MMS0617D,BGC,Escolarizada,288,344,,632,0,1,,1,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,3,,3,0,0,,0,1,0,,1,1,6,,7,0,0,,0
23 2021-2022 14MMS0618C BGC,23,2021-2022,14MMS0618C,BGC,Escolarizada,383,472,,855,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,8,,11,0,0,,0,0,0,,0,3,8,,11,0,0,,0
24 2021-2022 14MMS0618C BGC,24,2021-2022,14MMS0618C,BGC,Escolarizada,373,480,,853,1,0,,1,2,0,,2,0,0,,0,0,0,,0,0,0,,0,4,1,,5,0,3,,3,0,0,,0,7,4,,11,0,0,,0
25 2021-2022 14MMS0619B BGC,25,2021-2022,14MMS0619B,BGC,Escolarizada,312,406,,718,2,0,,2,1,0,,1,0,0,,0,1,0,,1,2,0,,2,11,10,,21,0,0,,0,0,0,,0,17,10,,27,0,0,,0
26 2021-2022 14MMS0619B BGC,26,2021-2022,14MMS0619B,BGC,Escolarizada,324,393,,717,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,7,4,,11,2,0,,2,0,1,,1,10,5,,15,0,0,,0
27 2021-2022 14MMS0620R BGC,27,2021-2022,14MMS0620R,BGC,Escolarizada,120,141,,261,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
28 2021-2022 14MMS0620R BGC,28,2021-2022,14MMS0620R,BGC,Escolarizada,114,146,,260,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,1,0,,1,0,0,,0
29 2021-2022 14MMS0621Q BGC,29,2021-2022,14MMS0621Q,BGC,Escolarizada,423,506,,929,2,0,,2,2,1,,3,0,0,,0,0,1,,1,0,0,,0,5,7,,12,2,3,,5,0,0,,0,11,12,,23,0,0,,0
30 2021-2022 14MMS0621Q BGC,30,2021-2022,14MMS0621Q,BGC,Escolarizada,415,513,,928,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,11,7,,18,1,1,,2,0,0,,0,13,8,,21,0,0,,0
31 2021-2022 14MMS0622P BGC,31,2021-2022,14MMS0622P,BGC,Escolarizada,140,140,,280,1,2,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,4,,6,0,0,,0,0,0,,0,3,6,,9,0,0,,0
32 2021-2022 14MMS0622P BGC,32,2021-2022,14MMS0622P,BGC,Escolarizada,142,137,,279,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,2,2,,4,0,0,,0
33 2021-2022 14MMS0623O BGC,33,2021-2022,14MMS0623O,BGC,Escolarizada,755,1033,,1788,3,1,,4,1,0,,1,0,0,,0,0,0,,0,0,0,,0,12,17,,29,1,0,,1,0,0,,0,17,18,,35,0,0,,0
34 2021-2022 14MMS0623O BGC,34,2021-2022,14MMS0623O,BGC,Escolarizada,718,1069,,1787,0,2,,2,1,1,,2,0,0,,0,0,0,,0,1,0,,1,9,13,,22,0,2,,2,1,1,,2,12,19,,31,0,1,,1
35 2021-2022 14MMS0624N BGC,35,2021-2022,14MMS0624N,BGC,Escolarizada,146,196,,342,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,5,,6,0,0,,0,0,0,,0,1,5,,6,0,0,,0
36 2021-2022 14MMS0624N BGC,36,2021-2022,14MMS0624N,BGC,Escolarizada,145,195,,340,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,2,,2
37 2021-2022 14MMS0625M BGC,37,2021-2022,14MMS0625M,BGC,Escolarizada,121,151,,272,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,1,,3,0,0,,0,0,0,,0,3,1,,4,8,7,,15
38 2021-2022 14MMS0625M BGC,38,2021-2022,14MMS0625M,BGC,Escolarizada,117,152,,269,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,4,,8,0,0,,0,0,0,,0,5,5,,10,4,7,,11
39 2021-2022 14MMS0626L BGC,39,2021-2022,14MMS0626L,BGC,Escolarizada,497,629,,1126,0,0,,0,2,1,,3,0,0,,0,0,1,,1,0,0,,0,11,28,,39,0,0,,0,0,0,,0,13,30,,43,0,0,,0
40 2021-2022 14MMS0626L BGC,40,2021-2022,14MMS0626L,BGC,Escolarizada,475,649,,1124,1,2,,3,0,0,,0,0,0,,0,0,1,,1,1,1,,2,8,12,,20,1,0,,1,0,0,,0,11,16,,27,0,2,,2
41 2021-2022 14MMS0627K BGC,41,2021-2022,14MMS0627K,BGC,Escolarizada,165,151,,316,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
42 2021-2022 14MMS0627K BGC,42,2021-2022,14MMS0627K,BGC,Escolarizada,147,167,,314,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
43 2021-2022 14MMS0628J BGC,43,2021-2022,14MMS0628J,BGC,Escolarizada,413,543,,956,2,0,,2,1,0,,1,0,0,,0,1,0,,1,1,0,,1,7,14,,21,3,1,,4,0,0,,0,15,15,,30,0,1,,1
44 2021-2022 14MMS0628J BGC,44,2021-2022,14MMS0628J,BGC,Escolarizada,452,504,,956,0,1,,1,1,0,,1,0,0,,0,0,1,,1,0,0,,0,7,5,,12,0,1,,1,0,0,,0,8,8,,16,0,0,,0
45 2021-2022 14MMS0629I BGC,45,2021-2022,14MMS0629I,BGC,Escolarizada,422,555,,977,1,2,,3,1,0,,1,0,0,,0,1,1,,2,0,1,,1,12,10,,22,0,0,,0,0,0,,0,15,14,,29,0,0,,0
46 2021-2022 14MMS0629I BGC,46,2021-2022,14MMS0629I,BGC,Escolarizada,429,548,,977,0,3,,3,1,1,,2,0,0,,0,0,1,,1,0,0,,0,4,6,,10,0,0,,0,0,2,,2,5,13,,18,0,1,,1
47 2021-2022 14MMS0630Y BGC,47,2021-2022,14MMS0630Y,BGC,Escolarizada,535,649,,1184,0,1,,1,1,2,,3,0,0,,0,0,0,,0,0,1,,1,10,7,,17,0,2,,2,0,0,,0,11,13,,24,1,0,,1
48 2021-2022 14MMS0630Y BGC,48,2021-2022,14MMS0630Y,BGC,Escolarizada,536,649,,1185,1,0,,1,1,0,,1,0,0,,0,1,0,,1,0,1,,1,10,9,,19,2,1,,3,0,0,,0,15,11,,26,0,0,,0
49 2021-2022 14MMS0631X BGC,49,2021-2022,14MMS0631X,BGC,Escolarizada,870,1004,,1874,1,2,,3,0,0,,0,0,0,,0,3,0,,3,0,0,,0,5,14,,19,1,1,,2,0,0,,0,10,17,,27,4,6,,10
50 2021-2022 14MMS0631X BGC,50,2021-2022,14MMS0631X,BGC,Escolarizada,832,1042,,1874,0,1,,1,1,2,,3,0,0,,0,1,0,,1,0,0,,0,9,13,,22,0,0,,0,0,0,,0,11,16,,27,2,3,,5
51 2021-2022 14MMS0632W BGC,51,2021-2022,14MMS0632W,BGC,Escolarizada,501,677,,1178,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,10,,15,1,0,,1,0,0,,0,6,10,,16,0,0,,0
52 2021-2022 14MMS0632W BGC,52,2021-2022,14MMS0632W,BGC,Escolarizada,498,680,,1178,1,2,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,22,,30,0,0,,0,1,0,,1,10,24,,34,0,0,,0
53 2021-2022 14MMS0633V BGC,53,2021-2022,14MMS0633V,BGC,Escolarizada,113,150,,263,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,5,4,,9,1,0,,1,0,0,,0,6,5,,11,0,0,,0
54 2021-2022 14MMS0633V BGC,54,2021-2022,14MMS0633V,BGC,Escolarizada,116,146,,262,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,3,6,,9,0,0,,0,0,0,,0,4,6,,10,0,2,,2
55 2021-2022 14MMS0634U BGC,55,2021-2022,14MMS0634U,BGC,Escolarizada,454,654,,1108,1,0,,1,0,1,,1,0,0,,0,2,1,,3,0,0,,0,6,13,,19,0,1,,1,2,0,,2,11,16,,27,0,1,,1
56 2021-2022 14MMS0634U BGC,56,2021-2022,14MMS0634U,BGC,Escolarizada,449,658,,1107,3,0,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,14,,20,0,0,,0,1,0,,1,10,14,,24,0,1,,1
57 2021-2022 14MMS0635T BGC,57,2021-2022,14MMS0635T,BGC,Escolarizada,347,409,,756,1,1,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,6,15,,21,0,0,,0,0,0,,0,7,16,,23,0,0,,0
58 2021-2022 14MMS0635T BGC,58,2021-2022,14MMS0635T,BGC,Escolarizada,367,389,,756,0,1,,1,0,0,,0,0,0,,0,1,0,,1,0,1,,1,9,10,,19,0,0,,0,1,0,,1,11,12,,23,0,0,,0
59 2021-2022 14MMS0636S BGC,59,2021-2022,14MMS0636S,BGC,Escolarizada,725,758,,1483,3,1,,4,0,1,,1,0,0,,0,0,0,,0,1,0,,1,7,9,,16,0,0,,0,0,0,,0,11,11,,22,1,1,,2
60 2021-2022 14MMS0636S BGC,60,2021-2022,14MMS0636S,BGC,Escolarizada,692,789,,1481,2,0,,2,2,0,,2,0,1,,1,0,0,,0,0,0,,0,7,14,,21,0,0,,0,0,0,,0,11,15,,26,0,0,,0
61 2021-2022 14MMS0637R BGC,61,2021-2022,14MMS0637R,BGC,Escolarizada,197,220,,417,0,0,,0,1,0,,1,0,0,,0,0,0,,0,0,0,,0,5,3,,8,0,0,,0,0,0,,0,6,3,,9,1,0,,1
62 2021-2022 14MMS0637R BGC,62,2021-2022,14MMS0637R,BGC,Escolarizada,195,221,,416,0,0,,0,1,1,,2,0,0,,0,0,0,,0,0,1,,1,2,0,,2,0,0,,0,0,0,,0,3,2,,5,0,0,,0
63 2021-2022 14MMS0638Q BGC,63,2021-2022,14MMS0638Q,BGC,Escolarizada,173,233,,406,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
64 2021-2022 14MMS0638Q BGC,64,2021-2022,14MMS0638Q,BGC,Escolarizada,184,221,,405,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,0,0,,0,1,0,,1,0,0,,0
65 2021-2022 14MMS0608W BGC,65,2021-2022,14MMS0608W,BGC,Escolarizada,10,20,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
66 2021-2022 14MMS0607X BGC,66,2021-2022,14MMS0607X,BGC,Escolarizada,15,8,,23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
67 2021-2022 14MMS0645Z BGC,67,2021-2022,14MMS0645Z,BGC,Escolarizada,10,12,,22,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,2,,2,0,0,,0
68 2021-2022 14MMS0649W BGC,68,2021-2022,14MMS0649W,BGC,Escolarizada,16,19,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
69 2021-2022 14MMS0650L BGC,69,2021-2022,14MMS0650L,BGC,Escolarizada,12,8,,20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
70 2021-2022 14MMS0609V BGC,70,2021-2022,14MMS0609V,BGC,Escolarizada,12,18,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
71 2021-2022 14MMS0610K BGC,71,2021-2022,14MMS0610K,BGC,Escolarizada,19,16,,35,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
72 2021-2022 14MMS0647Y BGC,72,2021-2022,14MMS0647Y,BGC,Escolarizada,2,1,,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
73 2021-2022 14MMS0643B BGC,73,2021-2022,14MMS0643B,BGC,Escolarizada,15,12,,27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
74 2021-2022 14MMS0619B BGC,74,2021-2022,14MMS0619B,BGC,Escolarizada,12,9,,21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
75 2021-2022 14MMS0618C BGC,75,2021-2022,14MMS0618C,BGC,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
76 2021-2022 14MMS0651K BGC,76,2021-2022,14MMS0651K,BGC,Escolarizada,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
77 2021-2022 14MMS0625M BGC,77,2021-2022,14MMS0625M,BGC,Escolarizada,4,13,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,0,,2
78 2021-2022 14MMS0654H BGC,78,2021-2022,14MMS0654H,BGC,Escolarizada,7,10,,17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
79 2021-2022 14MMS0627K BGC,79,2021-2022,14MMS0627K,BGC,Escolarizada,16,12,,28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0
80 2021-2022 14MMS0657E BGC,80,2021-2022,14MMS0657E,BGC,Escolarizada,39,46,,85,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,1,2,,3,0,0,,0
81 2021-2022 14MMS0640E BGC,81,2021-2022,14MMS0640E,BGC,Escolarizada,265,304,,569,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,2,5,,7,0,1,,1,0,0,,0,2,7,,9,0,0,,0
82 2021-2022 14MMS0640E BGC,82,2021-2022,14MMS0640E,BGC,Escolarizada,243,325,,568,1,1,,2,2,1,,3,0,0,,0,0,0,,0,0,0,,0,4,6,,10,0,1,,1,0,0,,0,7,9,,16,2,0,,2
83 2021-2022 14MMS0641D BGC,83,2021-2022,14MMS0641D,BGC,Escolarizada,133,161,,294,0,0,,0,1,0,,1,0,0,,0,0,1,,1,0,0,,0,1,1,,2,0,0,,0,0,0,,0,2,2,,4,0,0,,0
84 2021-2022 14MMS0641D BGC,84,2021-2022,14MMS0641D,BGC,Escolarizada,138,155,,293,2,0,,2,0,1,,1,0,0,,0,0,0,,0,0,0,,0,0,2,,2,0,0,,0,0,0,,0,2,3,,5,0,1,,1
85 2021-2022 14MMS0642C BGC,85,2021-2022,14MMS0642C,BGC,Escolarizada,139,175,,314,0,0,,0,0,0,,0,0,0,,0,1,0,,1,0,0,,0,1,6,,7,0,0,,0,0,0,,0,2,6,,8,0,0,,0
86 2021-2022 14MMS0642C BGC,86,2021-2022,14MMS0642C,BGC,Escolarizada,140,171,,311,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,4,5,,9,0,0,,0,0,0,,0,4,5,,9,0,0,,0
87 2021-2022 14MMS0643B BGC,87,2021-2022,14MMS0643B,BGC,Escolarizada,247,279,,526,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,0,0,,0
88 2021-2022 14MMS0643B BGC,88,2021-2022,14MMS0643B,BGC,Escolarizada,248,277,,525,0,0,,0,0,1,,1,0,0,,0,0,0,,0,0,1,,1,1,1,,2,0,0,,0,0,0,,0,1,3,,4,0,0,,0
89 2021-2022 14MMS0644A BGC,89,2021-2022,14MMS0644A,BGC,Escolarizada,209,221,,430,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,1,,4,0,0,,0,0,0,,0,3,1,,4,0,0,,0
90 2021-2022 14MMS0644A BGC,90,2021-2022,14MMS0644A,BGC,Escolarizada,208,221,,429,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,5,,5,0,0,,0,0,0,,0,1,5,,6,0,0,,0
91 2021-2022 14MMS0645Z BGC,91,2021-2022,14MMS0645Z,BGC,Escolarizada,670,1039,,1709,2,0,,2,0,0,,0,0,0,,0,0,1,,1,0,0,,0,7,13,,20,1,1,,2,0,0,,0,10,15,,25,0,0,,0
92 2021-2022 14MMS0645Z BGC,92,2021-2022,14MMS0645Z,BGC,Escolarizada,664,1043,,1707,0,0,,0,1,0,,1,0,0,,0,0,1,,1,0,0,,0,10,16,,26,0,1,,1,0,0,,0,11,18,,29,0,0,,0
93 2021-2022 14MMS0646Z BGC,93,2021-2022,14MMS0646Z,BGC,Escolarizada,1592,1286,,2878,2,1,,3,3,0,,3,0,0,,0,0,1,,1,0,0,,0,15,9,,24,0,2,,2,0,0,,0,20,13,,33,1,1,,2
94 2021-2022 14MMS0646Z BGC,94,2021-2022,14MMS0646Z,BGC,Escolarizada,1595,1281,,2876,1,1,,2,1,3,,4,0,0,,0,0,1,,1,0,0,,0,18,15,,33,0,2,,2,2,0,,2,22,22,,44,0,1,,1
95 2021-2022 14MMS0647Y BGC,95,2021-2022,14MMS0647Y,BGC,Escolarizada,718,929,,1647,1,3,,4,0,0,,0,0,0,,0,0,0,,0,1,0,,1,12,8,,20,0,0,,0,0,0,,0,14,11,,25,3,0,,3
96 2021-2022 14MMS0647Y BGC,96,2021-2022,14MMS0647Y,BGC,Escolarizada,675,972,,1647,2,0,,2,1,0,,1,0,0,,0,1,1,,2,0,0,,0,6,10,,16,1,0,,1,0,0,,0,11,11,,22,0,0,,0
97 2021-2022 14MMS0648X BGC,97,2021-2022,14MMS0648X,BGC,Escolarizada,677,1022,,1699,1,0,,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,10,15,,25,1,1,,2,0,1,,1,12,17,,29,0,5,,5
98 2021-2022 14MMS0648X BGC,98,2021-2022,14MMS0648X,BGC,Escolarizada,713,984,,1697,0,2,,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,8,13,,21,0,0,,0,0,0,,0,8,15,,23,0,2,,2
99 2021-2022 14MMS0649W BGC,99,2021-2022,14MMS0649W,BGC,Escolarizada,1001,1317,,2318,2,0,,2,0,0,,0,0,0,,0,0,0,,0,0,1,,1,9,18,,27,0,0,,0,1,0,,1,12,19,,31,2,1,,3
100 2021-2022 14MMS0649W BGC,100,2021-2022,14MMS0649W,BGC,Escolarizada,996,1320,,2316,1,1,,2,0,0,,0,0,0,,0,0,0,,0,1,0,,1,14,18,,32,0,1,,1,0,0,,0,16,20,,36,1,3,,4
101 2021-2022 14MMS0650L BGC,101,2021-2022,14MMS0650L,BGC,Escolarizada,749,902,,1651,1,0,,1,2,0,,2,0,0,,0,0,1,,1,0,0,,0,9,10,,19,0,2,,2,0,0,,0,12,13,,25,0,0,,0
102 2021-2022 14MMS0650L BGC,102,2021-2022,14MMS0650L,BGC,Escolarizada,737,912,,1649,0,1,,1,2,0,,2,0,0,,0,0,1,,1,0,0,,0,8,14,,22,1,0,,1,0,0,,0,11,16,,27,0,0,,0
103 2021-2022 14MMS0651K BGC,103,2021-2022,14MMS0651K,BGC,Escolarizada,245,329,,574,0,0,,0,0,1,,1,0,0,,0,1,0,,1,0,0,,0,6,3,,9,0,1,,1,1,0,,1,8,5,,13,0,1,,1
104 2021-2022 14MMS0651K BGC,104,2021-2022,14MMS0651K,BGC,Escolarizada,238,336,,574,0,0,,0,0,1,,1,0,0,,0,0,1,,1,0,0,,0,3,7,,10,0,2,,2,0,0,,0,3,11,,14,0,2,,2
